,vacancy,spec_name_vac,id_empl,skill,date
14847,43562076,Менеджер по продаже автомобилей,4257483,Продажа,19-04-2021
14848,43562076,Менеджер по продаже автомобилей,4257483,"Автомобили, Запчасти",19-04-2021
14849,43562076,Менеджер по продаже автомобилей,4257483,Менеджер по работе с клиентами,19-04-2021
14850,43562087,Инженер-геодезист,1180869,Нефть,19-04-2021
14851,43562087,Инженер-геодезист,1180869,Инженер,19-04-2021
14852,43562087,Инженер-геодезист,1180869,Геологоразведка,19-04-2021
14853,43562087,Инженер-геодезист,1180869,Газ,19-04-2021
14854,43562087,Инженер-геодезист,1180869,Инженер,19-04-2021
14855,43562087,Инженер-геодезист,1180869,Геодезия и картография,19-04-2021
14856,43562249,Оператор по проверке заявок (удаленно),5120112,"Информационные технологии, Интернет, Мультимедиа",19-04-2021
14857,43562249,Оператор по проверке заявок (удаленно),5120112,"Финансы, Банки, Инвестиции",19-04-2021
14858,43562249,Оператор по проверке заявок (удаленно),5120112,Ввод данных,19-04-2021
14859,43562249,Оператор по проверке заявок (удаленно),5120112,Сотрудник call-центра,19-04-2021
14860,43562249,Оператор по проверке заявок (удаленно),5120112,Менеджер по работе с клиентами,19-04-2021
14861,43562249,Оператор по проверке заявок (удаленно),5120112,Первичная документация,19-04-2021
14862,43562555,Мастер-технолог колбасного цеха,104309,Пищевая промышленность,19-04-2021
14863,43562555,Мастер-технолог колбасного цеха,104309,"Инженер, Мясо- и птицепереработка",19-04-2021
14864,43562555,Мастер-технолог колбасного цеха,104309,Сельхозпроизводство,19-04-2021
14865,43562555,Мастер-технолог колбасного цеха,104309,Технолог,19-04-2021
14866,43562555,Мастер-технолог колбасного цеха,104309,"Технолог, Мясо- и птицепереработка",19-04-2021
14867,43562555,Мастер-технолог колбасного цеха,104309,Управление цехом,19-04-2021
14868,43562833,Региональный менеджер по работе с ключевыми клиентами,1435251,"FMCG, Товары народного потребления",19-04-2021
14869,43562833,Региональный менеджер по работе с ключевыми клиентами,1435251,Дилерские сети,19-04-2021
14870,43562833,Региональный менеджер по работе с ключевыми клиентами,1435251,Дистрибуция,19-04-2021
14871,43562833,Региональный менеджер по работе с ключевыми клиентами,1435251,Менеджер по работе с клиентами,19-04-2021
14872,43562833,Региональный менеджер по работе с ключевыми клиентами,1435251,Продукты питания,19-04-2021
14873,43562833,Региональный менеджер по работе с ключевыми клиентами,1435251,Торговые сети,19-04-2021
14874,43562926,Начинающий специалист,3202195,Автоперевозки,19-04-2021
14875,43562926,Начинающий специалист,3202195,Логистика,19-04-2021
14876,43562926,Начинающий специалист,3202195,Продажи,19-04-2021
14877,43562956,Инженер ПТО,4607160,Строительство,19-04-2021
14878,43562956,Инженер ПТО,4607160,Прораб,19-04-2021
14879,43563060,Специалист по кадровому делопроизводству,4277012,Учет кадров,19-04-2021
14880,43563294,Ведущий проектный аналитик,3011909,"Программирование, Разработка",19-04-2021
14881,43563294,Ведущий проектный аналитик,3011909,Системная интеграция,19-04-2021
14882,43563294,Ведущий проектный аналитик,3011909,Системы управления предприятием (ERP),19-04-2021
14883,43563294,Ведущий проектный аналитик,3011909,Инженер,19-04-2021
14884,43563294,Ведущий проектный аналитик,3011909,"Поддержка, Helpdesk",19-04-2021
14885,43563294,Ведущий проектный аналитик,3011909,Аналитик,19-04-2021
14886,43563715,Менеджер по продажам,7371,Тендеры,19-04-2021
14887,43563715,Менеджер по продажам,7371,Товары для бизнеса,19-04-2021
14888,43563715,Менеджер по продажам,7371,Услуги для бизнеса,19-04-2021
14889,43563715,Менеджер по продажам,7371,"Продажи по телефону, Телемаркетинг",19-04-2021
14890,43563715,Менеджер по продажам,7371,Автоперевозки,19-04-2021
14891,43563715,Менеджер по продажам,7371,Логистика,19-04-2021
14892,43563902,Инженер-проектировщик ПГС,2320,Строительство,19-04-2021
14893,43563902,Инженер-проектировщик ПГС,2320,Инженер,19-04-2021
14894,43563902,Инженер-проектировщик ПГС,2320,"Проектирование, Архитектура",19-04-2021
14895,43563902,Инженер-проектировщик ПГС,2320,Инженер,19-04-2021
14896,43563902,Инженер-проектировщик ПГС,2320,Сельхозпроизводство,19-04-2021
14897,43563928,PaaS Systems Engineer,3945,Сетевые технологии,19-04-2021
14898,43563928,PaaS Systems Engineer,3945,Инженер,19-04-2021
14899,43563928,PaaS Systems Engineer,3945,Телекоммуникации,19-04-2021
14900,43563951,IT Deployment DevOps Senior Cloud Engineer,3945,Сетевые технологии,19-04-2021
14901,43563951,IT Deployment DevOps Senior Cloud Engineer,3945,Инженер,19-04-2021
14902,43563951,IT Deployment DevOps Senior Cloud Engineer,3945,Телекоммуникации,19-04-2021
14903,43563979,IT Deployment Cloud Engineer,3945,Сетевые технологии,19-04-2021
14904,43563979,IT Deployment Cloud Engineer,3945,Системный администратор,19-04-2021
14905,43563979,IT Deployment Cloud Engineer,3945,Инженер,19-04-2021
14906,43563979,IT Deployment Cloud Engineer,3945,Телекоммуникации,19-04-2021
14907,43564002,Наладчик прокатных линий,49594,Металлургия,19-04-2021
14908,43564022,IT Deployment Engineer,3945,Сетевые технологии,19-04-2021
14909,43564022,IT Deployment Engineer,3945,Системный администратор,19-04-2021
14910,43564022,IT Deployment Engineer,3945,Инженер,19-04-2021
14911,43564022,IT Deployment Engineer,3945,Телекоммуникации,19-04-2021
14912,43564107,Сварщик на полуавтомат,2906379,Сварщик,19-04-2021
14913,43564108,Сварщик на полуавтомат,2906379,Сварщик,19-04-2021
14914,43564135,Бизнес-аналитик,890736,"Программирование, Разработка",19-04-2021
14915,43564135,Бизнес-аналитик,890736,Развитие бизнеса,19-04-2021
14916,43564155,Менеджер по продажам (телемаркетинг),5694,Товары для бизнеса,19-04-2021
14917,43564155,Менеджер по продажам (телемаркетинг),5694,Оптовая торговля,19-04-2021
14918,43564155,Менеджер по продажам (телемаркетинг),5694,Менеджер по работе с клиентами,19-04-2021
14919,43564155,Менеджер по продажам (телемаркетинг),5694,"Продажи по телефону, Телемаркетинг",19-04-2021
14920,43564180,Лаборант химического анализа,1672149,Химическая промышленность,19-04-2021
14921,43564222,Специалист в отдел по работе с государственными и корпоративными заказчиками,119686,Тендеры,19-04-2021
14922,43564222,Специалист в отдел по работе с государственными и корпоративными заказчиками,119686,Оптовая торговля,19-04-2021
14923,43564222,Специалист в отдел по работе с государственными и корпоративными заказчиками,119686,Продукты питания,19-04-2021
14924,43564222,Специалист в отдел по работе с государственными и корпоративными заказчиками,119686,Тендеры,19-04-2021
14925,43564245,Сварщик,1689259,Сварщик,19-04-2021
14926,43564381,Инженер-механик,49594,Инженер,19-04-2021
14927,43564381,Инженер-механик,49594,Стройматериалы,19-04-2021
14928,43564405,Инженер-технолог в нефтяной промышленности,3538493,Нефть,19-04-2021
14929,43564405,Инженер-технолог в нефтяной промышленности,3538493,Инженер,19-04-2021
14930,43564405,Инженер-технолог в нефтяной промышленности,3538493,Газ,19-04-2021
14931,43564772,Менеджер отдела закупок,2788064,Прямые продажи,19-04-2021
14932,43564772,Менеджер отдела закупок,2788064,Менеджер по работе с клиентами,19-04-2021
14933,43564772,Менеджер отдела закупок,2788064,Управление закупками,19-04-2021
14934,43564830,Ведущий инженер 1С,1351018,"Программирование, Разработка",19-04-2021
14935,43564830,Ведущий инженер 1С,1351018,Системный администратор,19-04-2021
14936,43564830,Ведущий инженер 1С,1351018,Администратор баз данных,19-04-2021
14937,43564830,Ведущий инженер 1С,1351018,Технический писатель,19-04-2021
14938,43564830,Ведущий инженер 1С,1351018,CRM системы,19-04-2021
14939,43564873,Ведущий менеджер по продажам,2018591,Прямые продажи,19-04-2021
14940,43564873,Ведущий менеджер по продажам,2018591,Торговый представитель,19-04-2021
14941,43564873,Ведущий менеджер по продажам,2018591,Менеджер по работе с клиентами,19-04-2021
14942,43564873,Ведущий менеджер по продажам,2018591,Продажи,19-04-2021
14943,43564873,Ведущий менеджер по продажам,2018591,Медицинское оборудование,19-04-2021
14944,43564873,Ведущий менеджер по продажам,2018591,Медицинский советник,19-04-2021
14945,43565619,Специалист,4165729,Сервисное обслуживание,19-04-2021
14946,43565619,Специалист,4165729,"Автомобили, Запчасти",19-04-2021
14947,43565619,Специалист,4165729,Автоперевозки,19-04-2021
14948,43565619,Специалист,4165729,Водитель,19-04-2021
14949,43565619,Специалист,4165729,Логистика,19-04-2021
14950,43565619,Специалист,4165729,Водитель,19-04-2021
14951,43565721,Инженер по снабжению (с опытом работы в снабжении на техническом производстве),2761134,"Закупки, Снабжение",19-04-2021
14952,43565739,Менеджер по продажам,533,Розничная торговля,19-04-2021
14953,43565739,Менеджер по продажам,533,Торговые сети,19-04-2021
14954,43565739,Менеджер по продажам,533,Продавец в магазине,19-04-2021
14955,43565786,Менеджер по продажам,533,Розничная торговля,19-04-2021
14956,43565786,Менеджер по продажам,533,Торговые сети,19-04-2021
14957,43565786,Менеджер по продажам,533,Продавец в магазине,19-04-2021
14958,43565887,Ведущий инженер по тестированию (интеграция),5923,"Программирование, Разработка",19-04-2021
14959,43565887,Ведущий инженер по тестированию (интеграция),5923,Тестирование,19-04-2021
14960,43565908,Инженер ПТО,2956333,Строительство,19-04-2021
14961,43565933,Ведущий инженер по тестированию (процессинг),5923,"Программирование, Разработка",19-04-2021
14962,43565933,Ведущий инженер по тестированию (процессинг),5923,Тестирование,19-04-2021
14963,43566009,Менеджер по подбору автозапчастей на иномарки,4952694,Автозапчасти,19-04-2021
14964,43566009,Менеджер по подбору автозапчастей на иномарки,4952694,Продажа,19-04-2021
14965,43566106,Менеджер по продажам,2882821,Менеджер по работе с клиентами,19-04-2021
14966,43566305,Техник (инженер)/электротехник по ремонту пищевого и холодильного оборудования,5096639,Пищевая промышленность,19-04-2021
14967,43566305,Техник (инженер)/электротехник по ремонту пищевого и холодильного оборудования,5096639,Инженер,19-04-2021
14968,43566305,Техник (инженер)/электротехник по ремонту пищевого и холодильного оборудования,5096639,"Электромонтер, Кабельщик",19-04-2021
14969,43566305,Техник (инженер)/электротехник по ремонту пищевого и холодильного оборудования,5096639,Электрик,19-04-2021
14970,43566305,Техник (инженер)/электротехник по ремонту пищевого и холодильного оборудования,5096639,Монтажник,19-04-2021
