,vacancy,skill,prof
3769,42252065,Обучение и развитие,Специалист
3770,42252065,Управленческая отчетность,Специалист
3771,42252065,1С: Управление персоналом,Специалист
3772,42253885,Организаторские навыки,Специалист
3773,42253885,Управленческая отчетность,Специалист
3774,42253885,Планирование,Специалист
3775,42253885,Работа с большим объемом информации,Специалист
3776,42253885,MS Office,Специалист
3777,42254322,Электронный документооборот,Специалист
3778,42254322,Документооборот,Специалист
3779,42254322,Клиентоориентированность,Специалист
3780,42254322,Деловое общение,Специалист
3781,42254322,Претензионная работа,Специалист
3782,42255247,Средства криптографической защиты информации,Специалист
3783,42255247,Информационная безопасность,Специалист
3784,42255247,Технические средства информационной защиты,Специалист
3785,42255247,Информационные технологии,Специалист
3786,42256440,Грамотная речь,Менеджер
3787,42256440,Умение работать в команде,Менеджер
3788,42256440,Консультирование клиентов по телефону,Менеджер
3789,42256440,входящие звонки,Менеджер
3790,42256440,Гарантийное обслуживание,Менеджер
3791,42256440,Ведение переговоров,Менеджер
3792,42256440,Оценка потребностей клиентов,Менеджер
3793,42256440,Пользователь ПК,Менеджер
3794,42256440,исходящие звонки,Менеджер
3795,42256440,Проведение опросов клиентов,Менеджер
3796,42256440,Деловая переписка,Менеджер
3797,42256440,Управление продажами,Менеджер
3798,42258854,SQL,Инженер
3799,42258854,Appium,Инженер
3800,42258854,TeamCity,Инженер
3801,42258854,Jenkins,Инженер
3802,42258854,Mobile,Инженер
3803,42260492,Python,Специалист
3804,42260492,Git,Специалист
3805,42260492,Java,Специалист
3806,42260492,C#,Специалист
3807,42260492,PowerShell,Специалист
3808,42260492,Zabbix,Специалист
3809,42260492,SonarQube,Специалист
3810,42260492,ELK,Специалист
3811,42260492,Jenkins,Специалист
3812,42260492,DevOps,Специалист
3813,42260492,Ansible,Специалист
3814,42260492,TeamCity,Специалист
3815,42260492,Shell Scripting,Специалист
3816,42263534,Общая психология,Учитель
3817,42263534,Проведение тестирований,Учитель
3818,42263534,Работа в команде,Учитель
3819,42263534,Работа с людьми,Учитель
3820,42264114,Java,Инженер
3821,42264114,JUnit,Инженер
3822,42264114,Тестирование,Инженер
3823,42264114,testNG,Инженер
3824,42264114,webdriver,Инженер
3825,42264114,Python,Инженер
3826,42264114,Kotlin,Инженер
3827,42269414,AutoCAD,Инженер
3828,42269414,Контроль качества,Инженер
3829,42269414,Администрирование,Инженер
3830,42269414,Организаторские навыки,Инженер
3831,42269414,Строительный контроль,Инженер
3832,42270579,Мерчандайзинг,Менеджер
3833,42270579,Мерчендайзинг,Менеджер
3834,42270579,Традиционная розница,Менеджер
3835,42270579,работа с текущей базой клиентов,Менеджер
3836,42270579,Проведение промо акций,Менеджер
3837,42271578,Заключение договоров,Логист
3838,42271578,Договорная работа,Логист
3839,42271578,Претензионная работа,Логист
3840,42271578,Транспортная логистика,Логист
3841,42271578,Таможенное оформление,Логист
3842,42271578,Ведение переговоров,Логист
3843,42271578,Экономический анализ,Логист
3844,42271690,Автомобильные грузоперевозки,Логист
3845,42271690,Логистика,Логист
3846,42271690,Транспортная логистика,Логист
3847,42272860,Linux,Специалист
3848,42275141,1С: Управление Торговлей,Программист
3849,42275141,1С: Зарплата и управление персоналом,Программист
3850,42275141,1С: Бухгалтерия,Программист
3851,42275524,Ведение переговоров,Менеджер
3852,42275524,Холодные продажи,Менеджер
3853,42275524,Активные продажи,Менеджер
3854,42275524,Деловая переписка,Менеджер
3855,42275524,Поиск и привлечение клиентов,Менеджер
3856,42276039,Английский язык,Копирайтер
3857,42276050,Английский язык,Копирайтер
3858,42276290,Английский язык,Копирайтер
3859,42276383,Английский язык,Копирайтер
3860,42277413,Умение работать в команде,Сварщик
3861,42277413,Сварочные работы,Сварщик
3862,42277413,Деловая переписка,Сварщик
3863,42277413,Электронная почта,Сварщик
3864,42278577,JavaScript,Программист
3865,42278577,CSS,Программист
3866,42278577,Java SE,Программист
3867,42278577,Java,Программист
3868,42278577,HTML,Программист
3869,42278577,React,Программист
3870,42278577,React Native,Программист
3871,42278577,Cuba Platform,Программист
3872,42278577,TypeScript,Программист
3873,42278856,Автомобильные грузоперевозки,Логист
3874,42278856,Логистика,Логист
3875,42278856,Транспортная логистика,Логист
3876,42282766,3 группа по электробезопасности,Электрик
3877,42282766,Электротехнические работы,Электрик
3878,42283705,Работа в команде,Инженер
3879,42283705,Пользователь ПК,Инженер
3880,42283824,Linux,Технолог
3881,42283824,TCP/IP,Технолог
3882,42283824,PostgreSQL,Технолог
3883,42283824,Администрирование серверов Linux,Технолог
3884,42283824,Администрирование серверов Windows,Технолог
3885,42284083,Грамотная речь,Специалист
3886,42284083,Деловая переписка,Специалист
3887,42284083,Работа в команде,Специалист
3888,42284083,Высокая скорость печати,Специалист
3889,42284083,Многозадачность,Специалист
3890,42284083,Ответственность,Специалист
3891,42284083,Работа с большим объемом информации,Специалист
3892,42284083,Консультирование,Специалист
3893,42284083,Навыки продаж,Специалист
3894,42284083,Пользователь ПК,Специалист
3895,42286116,Пользователь ПК,Сварщик
3896,42286116,MS Movie Maker,Сварщик
3897,42286270,TCP/IP,Специалист
3898,42286270,Настройка ПК,Специалист
3899,42286270,Настройка ПО,Специалист
3900,42291105,Управление продажами,Специалист
3901,42291105,Ведение переговоров,Специалист
3902,42291105,Жилая недвижимость,Специалист
3903,42291105,Тренинги,Специалист
3904,42291105,Обучение и развитие,Специалист
3905,42291105,Управление временем,Специалист
3906,42291105,Ориентация на результат,Специалист
3907,42291776,Активные продажи,Менеджер
3908,42291776,CRM,Менеджер
3909,42291776,Ведение переговоров,Менеджер
3910,42291776,Телефонные переговоры,Менеджер
3911,42291776,B2C продажи,Менеджер
3912,42291776,Холодные продажи,Менеджер
3913,42293774,Пользователь ПК,Специалист
3914,42293774,Деловая переписка,Специалист
3915,42293774,Обучение,Специалист
3916,42293774,Контроль качества,Специалист
3917,42293774,Государственные закупки,Специалист
3918,42293774,Разработка технических заданий,Специалист
3919,42293774,Многозадачность,Специалист
3920,42293774,Lotus,Специалист
3921,42293774,Работа с оргтехникой,Специалист
3922,42293774,Закупка товаров и услуг,Специалист
3923,42293774,Работа с большим объемом информации,Специалист
3924,42293774,Разработка регламентов,Специалист
3925,42293774,Разработка инструкций,Специалист
3926,42294243,Грамотная речь,Логист
3927,42294243,Пользователь ПК,Логист
3928,42294243,Обучение и развитие,Логист
3929,42294243,Клиентоориентированность,Логист
3930,42294243,Деловое общение,Логист
3931,42294243,Ориентация на результат,Логист
3932,42294243,Деловая коммуникация,Логист
3933,42294243,Работа с большим объемом информации,Логист
3934,42294481,Составление смет,Инженер
3935,42294799,Стрессоустойчивость,Менеджер
3936,42294799,Внимательность,Менеджер
3937,42294799,Коммуникабельность,Менеджер
3938,42294858,Стрессоустойчивость,Логист
3939,42294858,Внимательность,Логист
3940,42294858,Коммуникабельность,Логист
3941,42294898,Ответственность,Логист
3942,42294898,Стрессоустойчивость,Логист
3943,42294898,Пунктуальность,Логист
3944,42295190,Обучение и развитие,Учитель
3945,42295190,Преподаватель,Учитель
3946,42295190,Обучение,Учитель
3947,42295190,Пользователь ПК,Учитель
3948,42295190,Шахматы,Учитель
3949,42295193,Обучение и развитие,Учитель
3950,42295193,Преподаватель,Учитель
3951,42295193,Обучение,Учитель
3952,42295193,Пользователь ПК,Учитель
3953,42295193,Шахматы,Учитель
3954,42296079,Преподаватель,Учитель
3955,42296079,Обучение и развитие,Учитель
3956,42296079,Обучение,Учитель
3957,42296079,Индивидуальное обучение,Учитель
3958,42296079,Физика,Учитель
3959,42296090,Преподаватель,Учитель
3960,42296090,Обучение и развитие,Учитель
3961,42296090,Обучение,Учитель
3962,42296090,Индивидуальное обучение,Учитель
3963,42296090,Физика,Учитель
3964,42296682,Преподаватель,Учитель
3965,42296682,Обучение и развитие,Учитель
3966,42296682,Обучение,Учитель
3967,42296682,Индивидуальное обучение,Учитель
3968,42296682,Физика,Учитель
3969,42296692,Преподаватель,Учитель
3970,42296692,Обучение и развитие,Учитель
3971,42296692,Обучение,Учитель
3972,42296692,Индивидуальное обучение,Учитель
3973,42296692,Физика,Учитель
3974,42297308,1С: Предприятие 8,Инженер
3975,42297308,1С: Предприятие: Управление строительной организацией,Инженер
3976,42297308,Учет материалов,Инженер
3977,42297308,1С: Производство,Инженер
3978,42297308,Контроль отгрузок,Инженер
3979,42297643,Преподаватель,Учитель
3980,42297643,Обучение и развитие,Учитель
3981,42297643,Обучение,Учитель
3982,42297643,Индивидуальное обучение,Учитель
3983,42297643,Физика,Учитель
3984,42297654,Преподаватель,Учитель
3985,42297654,Обучение и развитие,Учитель
3986,42297654,Обучение,Учитель
3987,42297654,Индивидуальное обучение,Учитель
3988,42297654,Физика,Учитель
3989,42297832,Преподаватель,Учитель
3990,42297832,Обучение и развитие,Учитель
3991,42297832,Обучение,Учитель
3992,42297832,Индивидуальное обучение,Учитель
3993,42297832,Физика,Учитель
3994,42297848,Преподаватель,Учитель
3995,42297848,Обучение и развитие,Учитель
3996,42297848,Обучение,Учитель
3997,42297848,Индивидуальное обучение,Учитель
3998,42297848,Физика,Учитель
3999,42298181,Преподаватель,Учитель
4000,42298181,Обучение и развитие,Учитель
4001,42298181,Обучение,Учитель
4002,42298181,Индивидуальное обучение,Учитель
4003,42298181,Физика,Учитель
4004,42298194,Преподаватель,Учитель
4005,42298194,Обучение и развитие,Учитель
4006,42298194,Обучение,Учитель
4007,42298194,Индивидуальное обучение,Учитель
4008,42298194,Физика,Учитель
4009,42298374,Преподаватель,Учитель
4010,42298374,Обучение и развитие,Учитель
4011,42298374,Обучение,Учитель
4012,42298374,Индивидуальное обучение,Учитель
4013,42298374,Физика,Учитель
4014,42298387,Преподаватель,Учитель
4015,42298387,Обучение и развитие,Учитель
4016,42298387,Обучение,Учитель
4017,42298387,Индивидуальное обучение,Учитель
4018,42298387,Физика,Учитель
4019,42302352,Кредитные договоры,Менеджер
4020,42302352,Продажа страховых продуктов,Менеджер
4021,42302352,Консультирование,Менеджер
4022,42302352,Клиентоориентированность,Менеджер
4023,42302352,Работа в команде,Менеджер
4024,42303650,Консультирование клиентов по телефону,Специалист
4025,42303650,исходящие звонки,Специалист
4026,42303650,обработка входящей корреспонденции,Специалист
4027,42303650,работа с VIP клиентами,Специалист
4028,42303650,Обучение персонала,Специалист
4029,42303978,Заключение договоров,Специалист
4030,42303978,Охрана труда,Специалист
4031,42303978,Поиск информации в интернет,Специалист
4032,42303978,Подбор производственного персонала,Специалист
4033,42303978,Первичная бухгалтерия,Специалист
4034,42307001,Управление проектами,Аналитик
4035,42307001,Документооборот,Аналитик
4036,42307001,1С: Управление Торговлей,Аналитик
4037,42307001,Телефонные переговоры,Аналитик
4038,42307001,ERP,Аналитик
4039,42307063,1С: Управление Торговлей,Программист
4040,42307063,1С: Зарплата и управление персоналом,Программист
4041,42307063,1С: Документооборот,Программист
4042,42307063,ERP,Программист
4043,42307063,Документооборот,Программист
4044,42310928,Английский язык,Менеджер
4045,42310928,Заключение договоров,Менеджер
4046,42310928,Документальное сопровождение,Менеджер
4047,42310928,MS Excel,Менеджер
4048,42310928,Ведение переговоров,Менеджер
4049,42313259,MS PowerPoint,Менеджер
4050,42313259,Управление персоналом,Менеджер
4051,42313259,Подготовка презентаций,Менеджер
4052,42313259,Документооборот,Менеджер
4053,42313259,Деловая коммуникация,Менеджер
4054,42313768,Управленческая отчетность,Аналитик
4055,42313768,Формирование бюджета,Аналитик
4056,42313768,Планирование,Аналитик
4057,42313768,Экономический анализ,Аналитик
4058,42317467,Грамотная речь,Менеджер
4059,42317467,Телефонные переговоры,Менеджер
4060,42317467,Прием и распределение телефонных звонков,Менеджер
4061,42317467,Клиентоориентированность,Менеджер
4062,42317503,iOS,Программист
4063,42317503,Objective-C,Программист
4064,42317503,Swift,Программист
4065,42321076,Холодные продажи,Менеджер
4066,42321076,Поиск и привлечение клиентов,Менеджер
4067,42321076,Развитие продаж,Менеджер
4068,42321076,Поиск объектов,Менеджер
4069,42321076,Ведение переговоров,Менеджер
4070,42321076,Активные продажи,Менеджер
4071,42321076,Навыки презентации,Менеджер
4072,42321076,B2B Продажи,Менеджер
4073,42326821,Adobe Photoshop,Специалист
4074,42326821,Английский язык,Специалист
4075,42326821,Интернет-реклама,Специалист
4076,42326821,Написание текстов,Специалист
4077,42326821,Копирайтинг,Специалист
4078,42329273,Входящая корреспонденция,Секретарь
4079,42329273,Прием посетителей,Секретарь
4080,42329273,исходящая корреспонденция,Секретарь
4081,42329273,Поддержка работы офиса,Секретарь
4082,42329273,первичный документооборот,Секретарь
4083,42329273,Прием и распределение звонков,Секретарь
4084,42329273,Пользователь ПК,Секретарь
4085,42329273,Работа с оргтехникой,Секретарь
4086,42329273,Деловая переписка,Секретарь
4087,42329273,Обеспечение жизнедеятельности офиса,Секретарь
4088,42329273,Делопроизводство,Секретарь
4089,42329273,Грамотная речь,Секретарь
4090,42329273,MS Outlook,Секретарь
4091,42329273,Прием и распределение телефонных звонков,Секретарь
4092,42329273,Поиск информации в интернет,Секретарь
4093,42329273,Работа в команде,Секретарь
4094,42329273,Исполнение личных поручений руководителя,Секретарь
4095,42329273,Административная поддержка руководителя,Секретарь
4096,42329273,Работа с большим объемом информации,Секретарь
4097,42329713,Активные продажи,Специалист
4098,42329713,Клиентоориентированность,Специалист
4099,42329713,Грамотная речь,Специалист
4100,42329713,Консультирование,Специалист
4101,42331518,Продажа страховых продуктов,Менеджер
4102,42331518,Активные продажи,Менеджер
4103,42331518,Обучение персонала,Менеджер
4104,42331518,Прямые продажи,Менеджер
4105,42331518,Кредитные договоры,Менеджер
4106,42334651,самоорганизация,Менеджер
4107,42334651,Работоспособность,Менеджер
4108,42334651,Исполнительность,Менеджер
4109,42334651,Инициативность,Менеджер
4110,42334651,Холодные звонки,Менеджер
4111,42334651,B2B Продажи,Менеджер
4112,42334651,CRM,Менеджер
4113,42334651,MS Word,Менеджер
4114,42334651,MS Excel,Менеджер
4115,42341280,AutoCAD,Инженер
4116,42341280,Работа в команде,Инженер
4117,42341280,Подготовка отчетов,Инженер
4118,42341280,Пользователь ПК,Инженер
4119,42341280,MapInfo Professional,Инженер
4120,42341280,Ingeo,Инженер
4121,42341280,Agisoft PhotoScan,Инженер
4122,42341280,CREDO,Инженер
4123,42341280,Топографо-геодезическая деятельность,Инженер
4124,42341280,Аэрофотосъемка,Инженер
4125,42341280,GPS-оборудование,Инженер
4126,42341280,Работа с тахеометром,Инженер
4127,42342708,Деловая коммуникация,Инженер
4128,42342708,Работа с большим объемом информации,Инженер
4129,42342708,MS Visual Basic,Инженер
4130,42342708,Project Expert,Инженер
4131,42343923,Управление проектами,Аналитик
4132,42343923,Бизнес-анализ,Аналитик
4133,42343923,Разработка технических заданий,Аналитик
4134,42343923,MS Excel,Аналитик
4135,42343923,MS Visio,Аналитик
4136,42343923,MS PowerPoint,Аналитик
4137,42343923,BPMN,Аналитик
4138,42344151,Управление отношениями с клиентами,Менеджер
4139,42344151,Управление проектами,Менеджер
4140,42344151,Активные продажи,Менеджер
4141,42344151,Поиск и привлечение клиентов,Менеджер
4142,42344151,Ведение переговоров,Менеджер
4143,42344151,Клиентоориентированность,Менеджер
4144,42344151,Организация мероприятий,Менеджер
4145,42345751,Участие в Тендерах,Менеджер
4146,42345751,Тендеры,Менеджер
4147,42345751,Прямые продажи,Менеджер
4148,42345751,Холодные продажи,Менеджер
4149,42345751,Поиск и привлечение клиентов,Менеджер
4150,42351505,Активные продажи,Менеджер
4151,42352707,3 группа по электробезопасности,Инженер
4152,42352707,Пользователь ПК,Инженер
4153,42352707,Ремонтные работы,Инженер
4154,42352707,Техническая эксплуатация,Инженер
4155,42354511,Поиск и привлечение клиентов,Менеджер
4156,42354511,Активные продажи,Менеджер
4157,42354511,Заключение договоров,Менеджер
4158,42354511,Прямые продажи,Менеджер
4159,42354511,Навыки продаж,Менеджер
4160,42354511,Выездные мероприятия,Менеджер
4161,42355617,Spring Framework,Программист
4162,42355617,Hibernate ORM,Программист
4163,42355617,Git,Программист
4164,42355617,Java,Программист
4165,42355617,JUnit,Программист
4166,42356410,Тренинги,Менеджер
4167,42356410,Обучение персонала,Менеджер
4168,42356410,Обучение и развитие,Менеджер
4169,42356410,Мотивация персонала,Менеджер
4170,42356410,Оценка персонала,Менеджер
4171,42356410,Подбор персонала,Менеджер
4172,42358703,Английский язык,Специалист
4173,42358703,Грамотная речь,Специалист
4174,42358703,Деловое общение,Специалист
4175,42358703,Прием и распределение звонков,Специалист
4176,42358703,Телефонное интервью,Специалист
4177,42358703,входящие звонки,Специалист
4178,42358703,Перевод,Специалист
4179,42358703,Прием и распределение телефонных звонков,Специалист
4180,42358703,исходящие звонки,Специалист
4181,42358703,Ведение переговоров,Специалист
4182,42358703,Деловая переписка,Специалист
4183,42358703,Business English,Специалист
4184,42358703,Ведение переписки на иностранном языке,Специалист
4185,42358703,Работа с претензиями,Специалист
4186,42358703,Консультирование клиентов по телефону,Специалист
4187,42358703,Телефонные переговоры,Специалист
4188,42358703,Грамотность,Специалист
4189,42358703,Деловая коммуникация,Специалист
4190,42369728,Навыки продаж,Менеджер
4191,42369728,Холодные продажи,Менеджер
4192,42369728,Телефонные переговоры,Менеджер
4193,42369728,Навыки презентации,Менеджер
4194,42369728,Ведение переговоров,Менеджер
4195,42369728,Поиск и привлечение клиентов,Менеджер
4196,42369728,Пользователь ПК,Менеджер
4197,42369728,Развитие продаж,Менеджер
4198,42369728,Прямые продажи,Менеджер
4199,42369728,Холодные звонки,Менеджер
4200,42370225,1С программирование,Программист
4201,42370225,1С: Розница,Программист
4202,42370225,1С: Бухгалтерия,Программист
4203,42370225,1С: Предприятие 8,Программист
4204,42370225,1С: Зарплата и управление персоналом,Программист
4205,42370750,Технология производства,Технолог
4206,42370750,Управление производством,Технолог
4207,42370750,AutoCAD,Технолог
4208,42370750,Компас-3D,Технолог
4209,42370750,Английский язык,Технолог
4210,42370750,Производственное планирование,Технолог
4211,42371044,Контроль качества,Специалист
4212,42371044,Управленческая отчетность,Специалист
4213,42371044,Ориентация на результат,Специалист
4214,42371044,выполнение строительного контроля,Специалист
4215,42372294,Стрессоустойчивость,Менеджер
4216,42372294,Активные продажи,Менеджер
4217,42372294,Навыки продаж,Менеджер
4218,42372294,Коммуникабельность,Менеджер
4219,42372294,Навыки переговоров,Менеджер
4220,42372618,Клиентоориентированность,Менеджер
4221,42372618,Активные продажи,Менеджер
4222,42372618,Грамотная речь,Менеджер
4223,42372618,Развитие продаж,Менеджер
4224,42372618,CRM,Менеджер
4225,42372618,продажа недвижимости,Менеджер
4226,42372618,Сопровождение сделок,Менеджер
4227,42372618,Сопровождение клиентов,Менеджер
4228,42372618,Заключение договоров,Менеджер
4229,42372618,Ведение переговоров,Менеджер
4230,42372618,Навыки презентации,Менеджер
4231,42373131,1С программирование,Программист
4232,42373131,1С: Предприятие 8,Программист
4233,42373131,1С: Зарплата и управление персоналом,Программист
4234,42381885,SAP ERP,Специалист
4235,42381885,Расчеты с поставщиками,Специалист
4236,42381885,Бухгалтерский учет,Специалист
4237,42381885,РСБУ,Специалист
4238,42381885,Обучение и развитие,Специалист
4239,42381885,Работа в команде,Специалист
4240,42381933,SAP ERP,Специалист
4241,42381933,Расчеты с поставщиками,Специалист
4242,42381933,Бухгалтерский учет,Специалист
4243,42381933,РСБУ,Специалист
4244,42381933,Обучение и развитие,Специалист
4245,42381933,Работа в команде,Специалист
4246,42383524,Администрирование сайтов,Менеджер
4247,42383524,Управление интернет-проектами,Менеджер
4248,42383524,Анализ конкурентной среды,Менеджер
4249,42383524,Продвижение объекта,Менеджер
4250,42383524,Работа с людьми,Менеджер
4251,42384348,Умение работать в команде,Социалныйработник
4252,42384348,Навыки межличностного общения,Социалныйработник
4253,42384852,Git,Программист
4254,42384852,Android,Программист
4255,42384852,Android SDK,Программист
4256,42384852,Java,Программист
4257,42386773,Составление договоров,Инженер
4258,42386773,Строительство,Инженер
4259,42386773,Разработка проектной документации,Инженер
4260,42387424,Клиентоориентированность,Менеджер
4261,42387424,1С: Розница,Менеджер
4262,42387424,Ответственное хранение,Менеджер
4263,42387424,Торговля,Менеджер
4264,42391334,Графический дизайн,Менеджер
4265,42391334,Дизайн,Менеджер
4266,42391334,Розничная торговля,Менеджер
4267,42391334,B2C продажи,Менеджер
4268,42391334,Сопровождение клиентов,Менеджер
4269,42391334,Графические редакторы,Менеджер
4270,42391334,Работа с клиентами,Менеджер
4271,42391334,Заключение договоров,Менеджер
4272,42391334,Умение работать в команде,Менеджер
4273,42391334,Клиентоориентированность,Менеджер
4274,42391334,Креативность,Менеджер
4275,42391334,Навыки переговоров,Менеджер
4276,42392282,Администрирование серверов Windows,Системныйадминистратор
4277,42392282,Linux,Системныйадминистратор
4278,42392282,Администрирование сетевого оборудования,Системныйадминистратор
4279,42392282,Настройка серверов,Системныйадминистратор
4280,42393713,Linux,Инженер
4281,42393713,SQL,Инженер
4282,42393713,Администрирование,Инженер
4283,42393713,PHP,Инженер
4284,42393730,SAP FI,Программист
4285,42393730,ABAP,Программист
4286,42395427,SQL,Инженер
4287,42395427,Тестирование,Инженер
4288,42395427,Функциональное тестирование,Инженер
4289,42395427,Регресcионное тестирование,Инженер
4290,42395633,Активные продажи,Менеджер
4291,42395633,Работа в команде,Менеджер
4292,42395633,Заключение договоров,Менеджер
4293,42395633,Деловое общение,Менеджер
4294,42395633,Прием и распределение телефонных звонков,Менеджер
4295,42397886,B2C продажи,Менеджер
4296,42397886,CRM,Менеджер
4297,42397886,Клиентоориентированность,Менеджер
4298,42397886,Грамотная речь,Менеджер
4299,42397886,Работа в команде,Менеджер
4300,42397886,Сопровождение клиентов,Менеджер
4301,42398449,Linux,Инженер
4302,42398449,SQL,Инженер
4303,42404309,Консультирование клиентов по телефону,Специалист
4304,42404309,Консультирование,Специалист
4305,42404309,Работа в команде,Специалист
4306,42404309,Пользователь ПК,Специалист
4307,42404309,Грамотная речь,Специалист
4308,42405868,Пользователь ПК,Наладчик
4309,42405868,Ремонтные работы,Наладчик
4310,42406519,Пуско-наладочные работы,Наладчик
4311,42406519,Эксплуатация,Наладчик
4312,42406519,Ремонтные работы,Наладчик
4313,42406519,наладчик хшо,Наладчик
4314,42408692,Компас-3D,Технолог
4315,42408692,Разработка проектной документации,Технолог
4316,42408692,Компас,Технолог
4317,42408692,Пользователь ПК,Технолог
4318,42408692,Разработка технических заданий,Технолог
4319,42409039,Пользователь ПК,Специалист
4320,42409039,Деловое общение,Специалист
4321,42409039,Документальное сопровождение,Специалист
4322,42409039,Разработка технических заданий,Специалист
4323,42413899,ORACLE,Программист
4324,42413899,ETL,Программист
4325,42413899,DWH,Программист
4326,42413899,SQL,Программист
4327,42415190,Пользователь ПК,Специалист
4328,42415190,Телефонные переговоры,Специалист
4329,42415190,Грамотная речь,Специалист
4330,42415190,Умение работать в команде,Специалист
4331,42416572,Грамотная речь,Менеджер
4332,42416572,MS PowerPoint,Менеджер
4333,42416572,Деловая переписка,Менеджер
4334,42416572,Работа в команде,Менеджер
4335,42416572,MS Outlook,Менеджер
4336,42417285,Обучение и развитие,Менеджер
4337,42417285,Прямые продажи,Менеджер
4338,42417285,Работа в команде,Менеджер
4339,42417285,Навыки продаж,Менеджер
4340,42417285,Навыки презентации,Менеджер
4341,42417285,Активные продажи,Менеджер
4342,42421039,AutoCAD,Инженер
4343,42421039,Обучение персонала,Инженер
4344,42421039,Обучение и развитие,Инженер
4345,42421039,Закупка товаров и услуг,Инженер
4346,42422539,Активные продажи,Менеджер
4347,42422539,Пользователь ПК,Менеджер
4348,42422539,Прямые продажи,Менеджер
4349,42422539,Работа с возражениями,Менеджер
4350,42422539,Работа с клиентами,Менеджер
4351,42422539,Ведение переговоров,Менеджер
4352,42422539,Грамотная речь,Менеджер
4353,42422539,Умение работать в команде,Менеджер
4354,42422539,Консультативные продажи,Менеджер
4355,42422539,Ориентация на результат,Менеджер
4356,42422539,Ориентация на клиента,Менеджер
4357,42422539,Работа с людьми,Менеджер
4358,42422539,Клиентоориентированность,Менеджер
4359,42423220,JavaScript,Программист
4360,42423220,Vue,Программист
4361,42423220,vue.js,Программист
4362,42426877,iOS,Программист
4363,42426877,Swift,Программист
4364,42426877,Objective-C,Программист
4365,42426877,Xсode,Программист
4366,42426877,Git,Программист
4367,42428267,Terraform,Инженер
4368,42428267,AWS,Инженер
4369,42428267,Python,Инженер
4370,42428267,Bash,Инженер
4371,42428267,Linux,Инженер
4372,42428267,CI/CD,Инженер
4373,42428267,Jenkins,Инженер
4374,42428267,English,Инженер
4375,42428267,AWS API,Инженер
4376,42429245,AutoCAD,Инженер
4377,42429245,Ведение документации,Инженер
4378,42429245,Строительство,Инженер
4379,42429245,Autodesk civil 3D,Инженер
4380,42429246,AutoCAD,Инженер
4381,42429246,Ведение документации,Инженер
4382,42429246,Строительство,Инженер
4383,42429246,Autodesk civil 3D,Инженер
4384,42430150,Entity Framework,Программист
4385,42430150,LINQ,Программист
4386,42430150,PostgreSQL,Программист
4387,42430150,C#,Программист
4388,42430150,Scrum,Программист
4389,42430210,Entity Framework,Программист
4390,42430210,LINQ,Программист
4391,42430210,PostgreSQL,Программист
4392,42430210,C#,Программист
4393,42430210,Scrum,Программист
4394,42430240,Английский язык,Аналитик
4395,42430416,JavaScript,Программист
4396,42430416,Java,Программист
4397,42430416,Hibernate ORM,Программист
4398,42430416,Spring Framework,Программист
4399,42430416,HTML,Программист
4400,42430471,Java,Программист
4401,42430471,Hibernate ORM,Программист
4402,42430471,Spring Framework,Программист
4403,42430471,JavaScript,Программист
4404,42430471,HTML,Программист
4405,42438502,Грамотная речь,Специалист
4406,42438502,Пользователь ПК,Специалист
4407,42438502,Клиентоориентированность,Специалист
4408,42438502,Грамотность,Специалист
4409,42441212,Сметы,Инженер
4410,42441212,Гранд-смета,Инженер
4411,42441809,Заключение договоров,Логист
4412,42441809,Договорная работа,Логист
4413,42441809,Претензионная работа,Логист
4414,42441809,Транспортная логистика,Логист
4415,42441809,Таможенное оформление,Логист
4416,42441809,Ведение переговоров,Логист
4417,42441809,Экономический анализ,Логист
4418,42442530,SQL,Аналитик
4419,42442530,Test case,Аналитик
4420,42442530,Check-list,Аналитик
4421,42442530,Функциональное тестирование,Аналитик
4422,42442530,Тестирование ПО,Аналитик
4423,42442530,Тест-анализ,Аналитик
4424,42442530,Тест-дизайн,Аналитик
4425,42443266,AutoCAD,Инженер
4426,42443266,Контроль качества,Инженер
4427,42443266,Организаторские навыки,Инженер
4428,42443266,Технический контроль производства,Инженер
4429,42443266,Строительство,Инженер
4430,42443266,Строительный контроль,Инженер
4431,42443543,UML,Аналитик
4432,42443543,XML,Аналитик
4433,42443543,Atlassian Jira,Аналитик
4434,42443543,SQL,Аналитик
4435,42443543,REST,Аналитик
4436,42443543,Системный анализ,Аналитик
4437,42443543,Разработка технических заданий,Аналитик
4438,42444549,Английский язык,Учитель
4439,42444549,Преподаватель,Учитель
4440,42444549,Дистанционное обучение,Учитель
4441,42444549,Работа в команде,Учитель
4442,42446582,Пользователь ПК,Менеджер
4443,42446582,Проведение инвентаризаций,Менеджер
4444,42446582,Умение работать в команде,Менеджер
4445,42446582,1С: Склад,Менеджер
4446,42446582,1С: Торговля и склад,Менеджер
4447,42446582,Учет товаров,Менеджер
4448,42446582,Складской Учет,Менеджер
4449,42446582,1С: Управление Торговлей,Менеджер
4450,42446582,1С: Документооборот,Менеджер
4451,42446582,Оприходование товара,Менеджер
4452,42446582,Инвентаризация,Менеджер
4453,42446582,Работа с ТМЦ,Менеджер
4454,42446582,Учет ТМЦ,Менеджер
4455,42446582,Контроль сроков годности,Менеджер
4456,42446582,Ответственное хранение,Менеджер
4457,42446582,Учет остатков,Менеджер
4458,42446582,Точность и внимательность к деталям,Менеджер
