,vacancy,skill
2716,41818285,Функциональное тестирование
2717,41818285,Регресcионное тестирование
2718,41818477,Java SE
2719,41818477,Java
2720,41818477,ООП
2721,41818477,Intellij IDEA
2722,41818477,Java EE
2723,41818477,JPA
2724,41818477,Databases
2725,41818477,Spring Framework
2726,41818477,Spring Boot
2727,41818477,Kotlin
2728,41818521,Java EE
2729,41818521,Java
2730,41818521,Spring Framework
2731,41818521,Git
2732,41818521,Java Servlets
2733,41818521,SVN
2734,41818521,Английский язык
2735,41818533,SQL
2736,41818533,Java
2737,41818533,Git
2738,41818533,Тестирование
2739,41818533,Unix
2740,41818533,Test case
2741,41818610,сбор требований
2742,41818610,общение с закачиками
2743,41818610,Системная интеграция
2744,41818610,BPMN
2745,41818610,Мобильность
2746,41818610,Моделирование бизнес процессов
2747,41818610,Постановка задач разработчикам
2748,41818610,Английский язык
2749,41818610,Разработка технических заданий
2750,41818610,Разработка проектной документации
2751,41818610,Аналитическое мышление
2752,41818610,Базы данных
2753,41820806,Разработка технических заданий
2754,41820806,SQL
2755,41820806,MS SQL
2756,41820808,Разработка технических заданий
2757,41820808,SQL
2758,41820808,MS SQL
2759,41820846,Деловое общение
2760,41820846,Английский язык
2761,41820846,Электронный документооборот
2762,41820846,Формирование бюджета
2763,41820846,Управленческая отчетность
2764,41820846,Сбор и анализ информации
2765,41820846,MS Project Expert
2766,41820846,Oracle Primavera
2767,41820846,Cистемы управления базами данных
2768,41820846,Аналитическое мышление
2769,41820846,Работа с большим объемом информации
2770,41820846,Анализ данных
2771,41820846,Управление проектами
2772,41821169,MS PowerPoint
2773,41821169,Управление временем
2774,41821169,SWOT анализ
2775,41821169,MS Excel
2776,41821169,Аналитические исследования
2777,41821169,Транспортная логистика
2778,41821169,Управление цепочкой поставок
2779,41821169,Оптимизация логистических процессов
2780,41821578,Информационные технологии
2781,41821578,Информационная безопасность
2782,41826013,Знание устройства автомобиля
2783,41826171,Производство пусконаладочных работ
2784,41826171,Техническое обслуживание
2785,41826171,КИПиА
2786,41826889,SQL
2787,41826889,ЦФТ
2788,41826981,Spring Framework
2789,41826981,Java
2790,41826981,SOAP
2791,41828712,Atlassian Jira
2792,41828712,Python
2793,41828712,Java
2794,41828712,SQL
2795,41828712,Atlassian Confluence
2796,41828714,Atlassian Jira
2797,41828714,Python
2798,41828714,Java
2799,41828714,SQL
2800,41828714,Atlassian Confluence
2801,41833209,Zabbix
2802,41833209,CentOS
2803,41833209,Linux
2804,41833209,Java
2805,41833209,Администрирование серверов Linux
2806,41833209,Docker
2807,41833209,K8S
2808,41836026,Управленческий учет
2809,41836026,Формирование бюджета
2810,41836026,Формирование управленческой отчетности
2811,41836026,Движение денежных средств
2812,41836026,Бюджетирование
2813,41836550,MS SQL Server
2814,41836550,MS Visual Studio
2815,41836550,Power BI
2816,41836555,MS SQL Server
2817,41836555,MS Visual Studio
2818,41836555,Power BI
2819,41838233,Сварочные работы
2820,41840238,Пользователь ПК
2821,41840238,Материальная ответственность
2822,41840238,Точность и внимательность к деталям
2823,41842340,SQL
2824,41842340,тестирование ПО
2825,41842340,Функциональное тестирование
2826,41842340,Test case
2827,41842340,API
2828,41842340,Oracle Pl/SQL
2829,41842512,Пользователь ПК
2830,41842512,Деловая переписка
2831,41842512,Деловое общение
2832,41842512,Работа в команде
2833,41843996,Консультирование
2834,41843996,Телефонные переговоры
2835,41844114,1С: Документооборот
2836,41853894,Активные продажи
2837,41853894,Пользователь ПК
2838,41853894,Работа в команде
2839,41853894,Навыки продаж
2840,41853894,Деловое общение
2841,41853894,входящие звонки
2842,41853894,Работа с возражениями
2843,41853894,Ориентация на результат
2844,41858547,Деловая переписка
2845,41858547,Ведение переговоров
2846,41858547,Закупки
2847,41858547,Согласование договоров
2848,41858547,Работа с поставщиками
2849,41858547,Договоры поставки
2850,41858547,Работа с большим объемом информации
2851,41858547,Снабжение
2852,41888079,Linux
2853,41888079,SQL
2854,41888731,Проведение презентаций
2855,41888731,Заключение договоров
2856,41888731,Организаторские навыки
2857,41888731,Телефонные переговоры
2858,41888731,Работа в команде
2859,41888731,Пользователь ПК
2860,41888731,Деловое общение
2861,41888731,Консультирование клиентов
2862,41888731,Поиск и привлечение клиентов
2863,41888731,Деловая коммуникация
2864,41888731,Ведение переговоров
2865,41888731,Грамотная речь
2866,41888731,Прямые продажи
2867,41888731,Консультирование клиентов по телефону
2868,41888731,Организация встреч
2869,41888845,Внутренний аудит
2870,41888845,Проведение ревизий
2871,41888845,Грамотность
2872,41888845,Экономический анализ
2873,41888845,Финансовая отчетность
2874,41888845,Проведение инвентаризаций
2875,41888845,Списание ТМЦ
2876,41888845,Внутренний контроль
2877,41888845,Контроль хозяйственной деятельности
2878,41888845,Экономический аудит
2879,41888845,Умение работать в коллективе
2880,41888845,Умение принимать решения
2881,41888845,Работа с ТМЦ
2882,41889763,Сварочные работы
2883,41890289,MS Publisher
2884,41890289,Пользователь ПК
2885,41890289,Групповое обучение
2886,41890289,Организаторские навыки
2887,41890289,Работа с большим объемом информации
2888,41890436,MS Publisher
2889,41890436,Пользователь ПК
2890,41890436,Групповое обучение
2891,41890436,Организаторские навыки
2892,41890436,Работа с большим объемом информации
2893,41890571,MS Publisher
2894,41890571,Пользователь ПК
2895,41890571,Групповое обучение
2896,41890571,Организаторские навыки
2897,41890571,Работа с большим объемом информации
2898,41895154,Компас-3D
2899,41895154,ЕСКД
2900,41895154,Проектно-конструкторская деятельность
2901,41895154,разработка чертежей
2902,41895154,Compass 3D
2903,41895154,Составление электрических схем
2904,41895154,Компас-Электрик
2905,41905055,Работа в команде
2906,41905055,Деловое общение
2907,41905055,Чтение электросхем
2908,41905055,Электротехнические работы
2909,41905862,1С: Зарплата и управление персоналом
2910,41905862,1С программирование
2911,41905862,1С: Документооборот
2912,41905862,1С: Управление Производственным Предприятием
2913,41905862,SQL
2914,41917097,Работа в команде
2915,41917097,Управление проектами
2916,41917097,Бизнес-анализ
2917,41920159,Java
2918,41920159,Spring Framework
2919,41920562,JavaScript
2920,41920562,React
2921,41926227,1С программирование
2922,41926227,1С: Предприятие 8
2923,41928614,UML
2924,41928614,XML
2925,41928614,Разработка технических заданий
2926,41928614,MS Visio
2927,41928614,Системный анализ
2928,41928614,TCP/IP
2929,41928614,Системный подход
2930,41928614,Базы данных
2931,41931213,Навыки продаж
2932,41931213,Грамотная речь
2933,41931213,Работа с возражениями
2934,41932034,Пользователь ПК
2935,41932034,Производственный контроль
2936,41932034,Ведение документации
2937,41933461,Linux
2938,41933461,Python
2939,41933461,Java
2940,41933461,SQL
2941,41933461,Bash
2942,41933461,AWS S3
2943,41937344,Чтение электросхем
2944,41937344,Электротехнические работы
2945,41937344,4 группа по электробезопасности
2946,41937344,Электромонтажные работы
2947,41942269,Linux
2948,41942269,Python
2949,41942269,Java
2950,41942269,SQL
2951,41942269,Bash
2952,41942269,AWS S3
2953,41945567,PHP
2954,41945567,SQL
2955,41945567,JavaScript
2956,41945567,Linux
2957,41945567,MVC
2958,41945567,web-программирование
2959,41945567,Рефакторинг кода
2960,41945567,Базы данных
2961,41945567,Laravel
2962,41945567,Git
2963,41945567,DevOps
2964,41945567,Jetbrains Phpstorm
2965,41948865,MS Outlook
2966,41948865,Сопровождение клиентов
2967,41948865,1С: Производство
2968,41948865,Проведение презентаций
2969,41949361,Cisco
2970,41949361,Linux
2971,41949361,Networking
2972,41949361,Планирование карьеры
2973,41955609,1С: Предприятие 8
2974,41955609,Материаловедение
2975,41955609,Технология производства
2976,41955609,Разработка нового продукта
2977,41956957,Английский язык
2978,41959098,JavaScript
2979,41959098,1С-Битрикс
2980,41959098,HTML
2981,41959098,CSS
2982,41959098,PHP
2983,41959587,Охрана труда и техника безопасности
2984,41959587,Грамотность
2985,41959587,Навыки составления отчетности
2986,41959587,Умение работать в коллективе
2987,41959587,Деловое общение
2988,41961953,Техническая эксплуатация
2989,41961953,Строительство
2990,41961953,Взаимодействие с надзорными организациями
2991,41966210,Python
2992,41966210,Django Framework
2993,41966210,Git
2994,41966210,Linux
2995,41966210,Design Patterns
2996,41966210,Unix
2997,41967678,Linux
2998,41967678,Английский язык
2999,41967678,Bash
3000,41967678,SQL
3001,41967678,Unix Shell Scripts
3002,41967678,Деловая коммуникация
3003,41967678,Windows Os
3004,41967678,TCP/IP
3005,41971899,AutoCAD
3006,41971899,Гранд-смета
3007,41971899,Документальное сопровождение
3008,41971899,Mathcad
3009,41971899,оформление документации
3010,41975091,Пользователь ПК
3011,41975091,Поиск информации в интернет
3012,41977737,Заключение договоров
3013,41977737,Закупка товаров и услуг
3014,41977737,Ведение переговоров
3015,41977737,Закупки
3016,41977737,1С: CRM ПРОФ
3017,41977737,Телефонные переговоры
3018,41977737,1С: Торговля
3019,41979718,Internet
3020,41979718,Деловое общение
3021,41979718,Грамотная речь
3022,41979718,Деловая переписка
3023,41979718,MS Office
3024,41979718,Тендеры
3025,41979718,подготовка документов для участия в тендерах
3026,41979718,Мониторинг цен
3027,41979718,Участие в Тендерах
3028,41981214,Autodesk Revit
3029,41986603,Охрана труда и техника безопасности
3030,41986603,Пользователь ПК
3031,41986603,Грамотность
3032,41986603,1С: Управление персоналом
3033,41986603,Контроль исполнения решений
3034,41987641,1С программирование
3035,41987641,1C: Бухгалтерия
3036,41987641,1С: Предприятие 8
3037,41994575,Строительство
3038,41996820,сварка на полуавтомате
3039,41996980,SolidWorks
3040,41996980,Чтение чертежей
3041,41996980,Compass 3D
3042,41996980,ANSYS
3043,41996980,AutoCAD
3044,41999322,Java SE
3045,41999322,Spring Framework
3046,41999322,SQL
3047,41999322,REST
3048,41999322,docker
3049,41999463,AutoCAD
3050,41999463,Управление производством
3051,41999463,SolidWorks
3052,41999463,Компас-3D
3053,41999463,Управление производственным персоналом
3054,42007279,SQL
3055,42007279,Atlassian Confluence
3056,42007279,Системный анализ
3057,42007279,Базы данных
3058,42007353,Python
3059,42007353,SQL
3060,42010560,Техническая эксплуатация
3061,42010560,Управление производством
3062,42010560,Организаторские навыки
3063,42010560,Инженерные системы
3064,42010560,Взаимодействие с государственными контролирующими органами
3065,42010560,Экономический анализ
3066,42010560,Составление бизнес-плана
3067,42010560,Разработка и внедрение политик и процедур
3068,42010560,Управление производственным персоналом
3069,42010560,Расстановка приоритетов
3070,42011568,Английский язык
3071,42011568,SQL
3072,42011568,MS SQL
3073,42011568,Обучение и развитие
3074,42011568,СУБД
3075,42011975,Spring Framework
3076,42011975,Java
3077,42011975,Java SE
3078,42011975,SQL
3079,42011975,Git
3080,42012245,C#
3081,42012245,Angular
3082,42012276,Atlassian Jira
3083,42012276,Linux
3084,42012276,Test case
3085,42012276,SQL
3086,42012276,Функциональное тестирование
3087,42012276,интеграционное тестирование
3088,42012301,Linux
3089,42012301,Git
3090,42012301,Qt
3091,42012301,C++
3092,42012301,ООП
3093,42015714,MySQL
3094,42015714,Git
3095,42015714,PHP5
3096,42015714,1С-Битрикс
3097,42015714,Yii
3098,42015714,Lavarel
3099,42021941,Немецкий язык
3100,42021941,Преподаватель
3101,42021941,Индивидуальное обучение
3102,42021941,Групповое обучение
3103,42024776,Строительство
3104,42024776,Строительный контроль
3105,42024776,Управление строительством
3106,42024776,Инженерные системы
3107,42024776,строительно-монтажные работы
3108,42026795,AutoCAD
3109,42026795,Строительство
3110,42026795,Компас
3111,42026795,Mathcad
3112,42026795,строительно-монтажные работы
3113,42026795,Гранд-смета
3114,42029068,Английский язык
3115,42029068,Внутренний аудит
3116,42029068,Управление качеством
3117,42035033,iOS
3118,42035033,Objective-C
3119,42035033,Swift
3120,42035033,UIKit
3121,42035033,Core Data
3122,42035033,AVFoundation
3123,42035033,AVKit
3124,42035033,TvOS
3125,42035033,WatchOS
3126,42036841,Управление продажами
3127,42036841,Навыки продаж
3128,42036841,CRM
3129,42036841,Маркетинговый анализ
3130,42036841,Водительское удостоверение категории B
3131,42040592,Активные продажи
3132,42040592,Холодные продажи
3133,42040592,Поиск и привлечение клиентов
3134,42040592,Навыки продаж
3135,42040592,Деловое общение
3136,42041302,Python
3137,42041302,Git
3138,42041302,Unit Testing
3139,42041341,Охрана труда и техника безопасности
3140,42041341,Взаимодействие с контрольными органами
3141,42041341,Охрана труда
3142,42041384,Spring Framework
3143,42041384,Java
3144,42043488,TCP/IP
3145,42043488,MS Access
3146,42043488,Networking
3147,42043488,Английский язык
3148,42043488,SQL
3149,42043736,Python
3150,42043736,UML
3151,42043736,SQL
3152,42043736,MS Access
3153,42043736,C/C++
3154,42044435,Atlassian Jira
3155,42044435,SQL
3156,42044435,PostgreSQL
3157,42044435,Agile Project Management
3158,42044435,MS SQL Server
3159,42044435,База данных: Oracle
3160,42044435,ORACLE
3161,42050476,AutoCAD
3162,42050476,SCAD
3163,42050476,Проектирование зданий и сооружений
3164,42050476,Adobe Acrobat
3165,42050476,Проектная документация
3166,42050476,АМС
3167,42050476,Английский язык
3168,42050476,Антенно мачтовые сооружения
3169,42050476,Расчет несущей способности
3170,42050476,Рнс
3171,42053329,JavaScript
3172,42053329,HTML
3173,42053329,CSS3
3174,42053329,HTML5
3175,42053329,Sass
3176,42053329,Less
3177,42053329,CSS
3178,42053329,Git
3179,42054315,оформление заказов
3180,42054315,Пользователь ПК
3181,42054315,Грамотная речь
3182,42054315,MS Outlook
3183,42054315,Internet
3184,42054315,Консультирование
3185,42054315,Деловая переписка
3186,42054315,Служба поддержки
3187,42059384,Документальное сопровождение
3188,42059384,Электронный документооборот
3189,42059384,Работа с большим объемом информации
3190,42059384,Деловая коммуникация
3191,42059384,Жилая недвижимость
3192,42059806,Пользователь ПК
3193,42059806,Работа в команде
3194,42059806,Документальное сопровождение
3195,42059806,Работа с большим объемом информации
3196,42059806,Планирование карьеры
3197,42060026,Меднение
3198,42060026,Цинкование
3199,42060026,"Сталь, алюминий, медь"
3200,42060026,Химия неорганических соединений
3201,42060026,Гальванический цех
3202,42060167,Работа в команде
3203,42060167,Навыки переговоров
3204,42060167,Ориентация на результат
3205,42060167,Ориентация на качество
3206,42060219,Грамотная речь
3207,42060219,Работа с базами данных
3208,42060219,Умение работать в команде
3209,42060656,CRM
3210,42060656,1С: Предприятие 8
3211,42060656,Грамотная речь
3212,42060656,Обучение и развитие
3213,42063619,Штатное расписание
3214,42063619,Автоматизация кадрового документооборота
3215,42063619,"Администрирование приема, перевода и увольнения сотрудников"
3216,42063619,взаимодействие с ФМС
3217,42063619,Воинский учет
3218,42063619,Восстановление кадрового документооборота
3219,42063619,Консультирование сотрудников по вопросам трудового законодательства
3220,42063619,Открытие зарплатных карт
3221,42063619,Отчетность в государственные фонды
3222,42063619,Оформление больничных листов и отпусков
3223,42063619,Прохождение проверок кадровых инспекций
3224,42063619,Оформление трудовых книжек
3225,42063619,Табель учета рабочего времени
3226,42063619,Самостоятельное ведение кадрового документооборота
3227,42063619,кадровый документооборот
3228,42063619,Кадровое делопроизводство
3229,42071431,Git
3230,42071431,MySQL
3231,42071431,SQL
3232,42071431,Английский язык
3233,42071431,PostgreSQL
3234,42071431,PHP
3235,42071431,Docker
3236,42071431,Elasticsearch
3237,42071431,Kafka
3238,42071431,Symfony
3239,42071736,JavaScript
3240,42071736,CSS3
3241,42071736,HTML5
3242,42071736,Git
3243,42071736,react
3244,42071736,HTML
3245,42071736,CSS
3246,42071736,redux
3247,42071736,typescript
3248,42071952,Git
3249,42071952,MySQL
3250,42071952,SQL
3251,42071952,Английский язык
3252,42071952,PostgreSQL
3253,42071952,PHP
3254,42071952,Docker
3255,42071952,Elasticsearch
3256,42071952,Kafka
3257,42071952,Symfony
3258,42071952,Swagger
3259,42071952,Blackfire
3260,42071952,Codeception
3261,42074244,UML
3262,42074244,Project management
3263,42074244,MS Access
3264,42074244,Business Analysis
3265,42074244,Product Management
3266,42074334,1С: Розница
3267,42074334,1С: Бухгалтерия
3268,42074334,1С: Предприятие 8
3269,42074334,1С программирование
3270,42074334,Разработка технических заданий
3271,42074334,1С: Управление Торговлей
3272,42074334,Автоматизация
3273,42074334,Розничная торговля
3274,42074342,1С: Розница
3275,42074342,1С: Бухгалтерия
3276,42074342,1С: Предприятие 8
3277,42074342,1С программирование
3278,42074342,Разработка технических заданий
3279,42074342,1С: Управление Торговлей
3280,42074342,Автоматизация
3281,42074342,Розничная торговля
3282,42076166,Обучение персонала
3283,42076166,Обучение и развитие
3284,42076166,Информационные технологии
3285,42076166,Математическое программирование
3286,42076166,Ориентация на результат
3287,42077678,Финансовый менеджмент
3288,42077678,Клиентоориентированность
3289,42077678,Управление отношениями с клиентами
3290,42077678,Аутсорсинг
3291,42077678,Ориентация на клиента
3292,42077678,Расчеты с покупателями
3293,42077678,Бухгалтерская отчетность
3294,42077712,Финансовый менеджмент
3295,42077712,Клиентоориентированность
3296,42077712,Управление отношениями с клиентами
3297,42077712,Аутсорсинг
3298,42077712,Ориентация на клиента
3299,42077712,Расчеты с покупателями
3300,42077712,Бухгалтерская отчетность
3301,42080564,Заключение договоров
3302,42080564,Навыки продаж
3303,42080564,Работа в команде
3304,42080564,Документальное сопровождение
3305,42084582,Python
3306,42084582,SQL
3307,42084582,Наставничество
3308,42084582,MS SQL
3309,42084582,Грамотная речь
3310,42084965,Обучение и развитие
3311,42084965,Ремонтные работы
3312,42084965,Должностные инструкции
3313,42084965,Работа с документами
3314,42084965,Пользователь ПК
3315,42085955,Английский язык
3316,42085966,Английский язык
3317,42086315,Английский язык
3318,42086421,Английский язык
3319,42093710,SCALA
3320,42093710,PostgreSQL
3321,42093710,SQL
3322,42093710,SQLite
3323,42093710,Мониторинг цен
3324,42094618,Java
3325,42094618,Spring Framework
3326,42094618,PostgreSQL
3327,42094618,ООП
3328,42094618,Web Application Development
3329,42094716,Java
3330,42094716,Selenium IDE
3331,42094716,PostgreSQL
3332,42095749,Работа в команде
3333,42095749,Клиентоориентированность
3334,42095749,входящие звонки
3335,42095749,Пользователь ПК
3336,42095749,Телефонные переговоры
3337,42095749,Грамотная речь
3338,42095891,Пользователь ПК
3339,42095891,Умение работать в команде
3340,42095891,Деловая переписка
3341,42095891,Ведение переговоров
3342,42097020,Активные продажи
3343,42097020,Продажа страховых продуктов
3344,42097020,Холодные продажи
3345,42097020,Навыки продаж
3346,42097020,Прямые продажи
3347,42097345,MS Outlook
3348,42097345,Ведение переговоров
3349,42097345,Заключение договоров
3350,42097345,Согласование договоров
3351,42097345,Договорная работа
3352,42098214,Способность обучать других
3353,42098214,Творческое мышление
3354,42099513,Пользователь ПК
3355,42099513,Контроль качества
3356,42099513,Управление производственным персоналом
3357,42099513,Выбор подрядных организаций
3358,42099513,Составление смет
3359,42099513,Строительное делопроизводство
3360,42099513,Производственное планирование
3361,42099513,Технический надзор
3362,42099513,Строительный контроль
3363,42099513,Руководство коллективом
3364,42099513,Составление договоров
3365,42099513,Строительство
3366,42099513,Инженерные системы
3367,42099513,Капитальный ремонт
3368,42099513,Документальное сопровождение
3369,42099513,Производство строительно-монтажных работ
3370,42099513,Договорная работа
3371,42102518,Linux
3372,42102518,Windows
3373,42102518,MS Outlook
3374,42102518,MS Excel
3375,42102518,MS Word
3376,42102518,MS PowerPoint
3377,42102518,MS SQL
3378,42102518,ORACLE
3379,42102518,PostgreSQL
3380,42102518,Oracle Siebel CRM
3381,42102518,Profile
3382,42102518,Credit Registry
3383,42102518,FICO
3384,42102518,Agile Project Management
3385,42102518,Scrum
3386,42102518,Atlassian Jira
3387,42102518,Atlassian Confluence
3388,42102518,OpenShift
3389,42102518,elastic search
3390,42102518,Kibana
3391,42102518,Grafana
3392,42102518,Zabbix
3393,42102518,Cloud Control
3394,42102518,ELK
3395,42102518,EFK
3396,42104018,Настройка сетевых подключений
3397,42104018,Windows 7
3398,42104018,Настройка ПК
3399,42104018,Настройка ПО
3400,42104018,TCP/IP
3401,42106789,Ремонт ПК
3402,42106789,Сборка ПК
3403,42106789,Выездное обслуживание
3404,42106789,Настройка сетевых подключений
3405,42106789,Техническое обслуживание
3406,42106789,Офисная техника
3407,42107426,Тестирование
3408,42107426,Функциональное тестирование
3409,42107426,Тестирование пользовательского интерфейса
3410,42107426,Регресионное тестирование
3411,42107426,Test case
3412,42107426,MySQL
3413,42107426,SQL
3414,42107426,MS SQL
3415,42107426,Английский язык
3416,42108293,"Сталь, алюминий, медь"
3417,42108293,Гальванический цех
3418,42109614,Монтаж инженерных систем
3419,42109614,Пожарная сигнализация
3420,42109813,ITSM
3421,42109813,СУБД
3422,42113308,AutoCAD
3423,42113308,Проектная документация
3424,42113308,Строительство
3425,42116057,Компас-3D
3426,42116057,Компас
3427,42116865,PHP
3428,42116865,MySQL
3429,42116865,1С-Битрикс
3430,42116865,Ajax
3431,42116865,JavaScript
3432,42116865,jQuery
3433,42116865,HTML
3434,42116865,CSS
3435,42116865,Git
3436,42116865,CSS3
3437,42116865,HTML5
3438,42116865,Sass
3439,42116865,Less
3440,42116865,Gulp
3441,42116865,Bootstrap
3442,42116865,Adobe Photoshop
3443,42116865,CMS Wordpress
3444,42116865,Joomla CMS
3445,42117932,ASP.NET
3446,42117932,LINQ
3447,42117932,SQL
3448,42117932,MS SQL
3449,42117932,C#
3450,42117932,Проведение тестирований
3451,42117932,Обучение
3452,42117932,.NET Framework
3453,42117932,ООП
3454,42120088,Atlassian Jira
3455,42120088,Linux
3456,42120088,Test case
3457,42120088,SQL
3458,42120088,Функциональное тестирование
3459,42120088,интеграционное тестирование
3460,42120666,1С: Предприятие 8
3461,42120666,парсинг данных
3462,42120666,XML
3463,42120666,json
3464,42120666,БСП
3465,42120666,ЛИМС
3466,42120666,1С программирование
3467,42120666,Математическое программирование
3468,42129832,Ремонт ПК
3469,42129832,Пользователь ПК
3470,42129832,Монтаж оборудования
3471,42129832,Схемотехника электронного оборудования
3472,42130619,Android
3473,42130619,Android SDK
3474,42130619,ООП
3475,42130619,Kotlin
3476,42132229,iOS
3477,42132229,ООП
3478,42132229,Swift
3479,42132364,AutoCAD
3480,42132364,Разработка проектной документации
3481,42132364,нормативно-техническая документация
3482,42134626,Git
3483,42134626,Linux
3484,42134626,PHP
3485,42134626,SQL
3486,42134626,ООП
3487,42136565,MS SQL Server
3488,42136565,MS SQL
3489,42136565,SQL
3490,42136565,Системная интеграция
3491,42136565,Бисквит
3492,42136565,Техническая поддержка
3493,42138839,Linux
3494,42138839,Unix Shell Scripts
3495,42138839,Shell Scripting
3496,42138839,Unix
3497,42138839,MySQL
3498,42138839,DHCP
3499,42138839,Системное администрирование Linux
3500,42138839,Администрирование серверов Linux
3501,42140593,Бизнес-анализ
3502,42140593,Ведение переговоров
3503,42140593,Работа в команде
3504,42140593,Навыки презентации
3505,42141381,SAP ERP
3506,42141381,Английский язык
3507,42141381,Расчет затрат
3508,42141381,Акты сверок
3509,42141381,Бухгалтерский учет
3510,42141381,Кредиторская задолженность
3511,42141381,Контроль кредиторской задолженности
3512,42141381,Расчеты с поставщиками
3513,42141381,РСБУ
3514,42141735,SAP ERP
3515,42141735,Английский язык
3516,42141735,Расчет затрат
3517,42141735,Акты сверок
3518,42141735,Бухгалтерский учет
3519,42141735,Кредиторская задолженность
3520,42141735,Контроль кредиторской задолженности
3521,42141735,Расчеты с поставщиками
3522,42141735,РСБУ
3523,42142921,Английский язык
3524,42142921,Управленческая отчетность
3525,42142921,Бухгалтерский учет
3526,42142921,1С: Бухгалтерия
3527,42142921,1C: Бухгалтерия
3528,42142921,МСФО
3529,42142921,РСБУ
3530,42142921,Консолидация отчетности по РСБУ
3531,42142921,Консолидация международной отчетности
3532,42142922,Английский язык
3533,42142922,Управленческая отчетность
3534,42142922,Бухгалтерский учет
3535,42142922,1С: Бухгалтерия
3536,42142922,1C: Бухгалтерия
3537,42142922,МСФО
3538,42142922,РСБУ
3539,42142922,Консолидация отчетности по РСБУ
3540,42142922,Консолидация международной отчетности
3541,42144352,Ответственность
3542,42144352,Коммуникабельность
3543,42144352,Обучение и развитие
3544,42144830,ASP.NET
3545,42144830,C#
3546,42144830,.NET Framework
3547,42144830,Git
3548,42144830,ADO.NET
3549,42145773,SQL
3550,42147313,Разработка технических заданий
3551,42147313,Списание ТМЦ
3552,42147313,Многозадачность
3553,42150142,сбор требований
3554,42150142,общение с закачиками
3555,42150142,Системная интеграция
3556,42150142,BPMN
3557,42150142,Мобильность
3558,42150142,Моделирование бизнес процессов
3559,42150142,Постановка задач разработчикам
3560,42150142,Английский язык
3561,42150142,Разработка технических заданий
3562,42150142,Разработка проектной документации
3563,42150142,Аналитическое мышление
3564,42150142,Базы данных
3565,42151302,Сварочные работы
3566,42151302,Работа в команде
3567,42151737,фанук
3568,42151737,синумерик 840д
3569,42151737,корректировка
3570,42151737,фрезерные
3571,42151737,токарные
3572,42151737,карусельные
3573,42151737,Материальная ответственность
3574,42154100,Git
3575,42154100,Docker
3576,42154100,Администрирование серверов Linux
3577,42154100,Bash
3578,42154100,Python
3579,42162681,SQL
3580,42164669,JavaScript
3581,42164669,MySQL
3582,42164669,PHP5
3583,42164669,PHP
3584,42164669,Yii
3585,42165733,Работа с большим объемом информации
3586,42165733,Подготовка отчетов
3587,42165733,3 группа по электробезопасности
3588,42165733,Организаторские навыки
3589,42165733,Работа в команде
3590,42165733,Пользователь ПК
3591,42165733,Грамотная речь
3592,42165733,Деловое общение
3593,42165733,готовность к командировкам
3594,42169353,Обучение и развитие
3595,42169353,Виды страхования
3596,42169353,Фитнес
3597,42169353,Выездное обслуживание
3598,42169353,Навыки составления отчетности
3599,42169465,Деловая коммуникация
3600,42169465,Мобильность
3601,42169465,Творческое мышление
3602,42169465,Планирование карьеры
3603,42176366,Промышленно-гражданское строительство
3604,42176366,Транспортно-городское строительство
3605,42177523,Умение планировать
3606,42177523,Навыки составления отчетности
3607,42177523,Управление производственным персоналом
3608,42178257,Администрирование серверов Windows
3609,42178257,Настройка DNS
3610,42178257,Администрирование сетевого оборудования
3611,42178257,DHCP
3612,42178257,Настройка сетевых подключений
3613,42184700,Грамотная речь
3614,42184700,Клиентоориентированность
3615,42184700,Прием и распределение телефонных звонков
3616,42184700,Работа в команде
3617,42184700,Телефонные переговоры
3618,42184700,Консультирование клиентов
3619,42184700,входящие звонки
3620,42184701,Грамотная речь
3621,42184701,Клиентоориентированность
3622,42184701,Прием и распределение телефонных звонков
3623,42184701,Работа в команде
3624,42184701,Телефонные переговоры
3625,42184701,Консультирование клиентов
3626,42184701,входящие звонки
3627,42184830,Грамотная речь
3628,42184830,Клиентоориентированность
3629,42184830,Прием и распределение телефонных звонков
3630,42184830,Работа в команде
3631,42184830,Телефонные переговоры
3632,42184830,Консультирование клиентов
3633,42184830,входящие звонки
3634,42184832,Грамотная речь
3635,42184832,Клиентоориентированность
3636,42184832,Прием и распределение телефонных звонков
3637,42184832,Работа в команде
3638,42184832,Телефонные переговоры
3639,42184832,Консультирование клиентов
3640,42184832,входящие звонки
3641,42191660,Английский язык
3642,42191660,Analytical skills
3643,42191660,Time management
3644,42191660,System Analysis
3645,42191660,Business Analysis
3646,42193053,Оптимизация бизнес-процессов
3647,42193053,Обучение и развитие
3648,42193053,Грамотная речь
3649,42193053,Бизнес-анализ
3650,42198196,Грамотная речь
3651,42198196,Клиентоориентированность
3652,42198196,Прием и распределение телефонных звонков
3653,42198196,Работа в команде
3654,42198196,Телефонные переговоры
3655,42198196,Консультирование клиентов
3656,42198196,входящие звонки
3657,42198198,Грамотная речь
3658,42198198,Клиентоориентированность
3659,42198198,Прием и распределение телефонных звонков
3660,42198198,Работа в команде
3661,42198198,Телефонные переговоры
3662,42198198,Консультирование клиентов
3663,42198198,входящие звонки
3664,42200964,Внутренний аудит
3665,42200964,Аудит
3666,42200964,Управление рисками
3667,42200964,Бизнес-анализ
3668,42200964,Оптимизация бизнес-процессов
3669,42200964,Работа с большим объемом информации
3670,42200964,CIA
