,vacancy,skill
363,39074231,Пользователь ПК
364,39074231,Ведение отчетности
365,39095452,Пользователь ПК
366,39113567,Python
367,39113567,Cisco
368,39113567,AutoCAD
369,39113567,MS Visio
370,39113567,TCP/IP
371,39143158,Пользователь ПК
372,39143158,Техническое обслуживание
373,39143158,Монтаж оборудования
374,39211961,Английский язык
375,39342261,1С программирование
376,39342261,1С: Предприятие 8
377,39342261,1С: Зарплата и управление персоналом
378,39342261,1С: Бухгалтерия
379,39342261,1С: Управление Торговлей
380,39342261,1С: Управление Производственным Предприятием
381,39342261,Управление проектами
382,39342261,Обновление конфигурации 1С
383,39342261,1C: Бухгалтерия
384,39342261,1С: Документооборот
385,39342261,Администрирование сетевого оборудования
386,39342261,1С: Комплексная автоматизация
387,39342261,1С: Торговля и склад
388,39342261,1С: Торговля
389,39342261,1С: Зарплата и кадры
390,39382662,Сварочные работы
391,39393719,Пользователь ПК
392,39393719,Организационные навыки
393,39396649,JavaScript
394,39396649,CSS
395,39396649,HTML
396,39396649,jQuery
397,39396649,Google Analytics
398,39404805,AutoCAD
399,39404805,Строительство
400,39404805,Организация рабочих мест
401,39404805,Капитальный ремонт
402,39404805,MS Office
403,39479477,C#
404,39479477,Gatling
405,39479477,TeamCity
406,39479477,SQL
407,39479477,Git
408,39479477,Java
409,39488727,1С программирование
410,39509904,AutoCAD
411,39509904,Строительство
412,39509904,Проектная документация
413,39509904,Строительное делопроизводство
414,39509904,оформление документации
415,39522565,.NET Framework
416,39522565,MSSQL
417,39522565,MySQL
418,39522565,C#
419,39522565,WEB API
420,39522565,ASP.NET
421,39522565,Гибкость
422,39522565,ООП
423,39612944,Entity Framework
424,39612944,LINQ
425,39612944,.NET Framework
426,39612944,C#
427,39612944,SQL
428,39632548,Java
429,39632548,SQL
430,39632548,Git
431,39632548,ORACLE
432,39632548,Scrum
433,39632548,Hadoop
434,39632548,Hive
435,39632548,Spark
436,39632548,Docker
437,39632548,Apache Kafka
438,39632548,Apache Spark
439,39632548,Impala
440,39733485,Управление проектами
441,39733485,Управление маркетингом
442,39733485,Организаторские навыки
443,39733485,PR
444,39733485,Маркетинг услуг
445,39733485,Продвижение объекта
446,39733485,Стратегический маркетинг
447,39733485,Бренд-менеджмент
448,39733485,Организация мероприятий
449,39733485,Проведение промо акций
450,39733485,Заключение договоров
451,39733485,Сопровождение клиентов
452,39733485,Аналитическое мышление
453,39787547,MS SQL Server
454,39787547,C#
455,39787547,SQL
456,39787547,.NET Framework
457,39787547,Angular
458,39788600,Java
459,39788600,PostgreSQL
460,39788600,CSS
461,39788600,HTML
462,39788600,JavaScript
463,39788600,MS SQL
464,39804382,Apache Maven
465,39804382,Hibernate ORM
466,39804382,Java
467,39804382,Java EE
468,39804382,JSE
469,39804382,JMS
470,39804382,WildFly
471,39804382,JPA
472,39804382,SQL
473,39804382,Liquibase
474,39804382,SOAP
475,39804382,REST
476,39804382,Git
477,39804382,Gitlab
478,39804382,JUnit
479,39804382,Mockito
480,39804382,SpringBoot
481,39804382,Oracle DB
482,39804382,APache Camel
483,39804382,TeamCity
484,39804382,Jenkins
485,39804382,Linux
486,39804382,Docker
487,39804382,Kubernetes
488,39804382,OpenShift
489,39824360,Git
490,39824360,HTML
491,39824360,CSS
492,39824360,PHP
493,39824360,MySQL
494,39824360,Ajax
495,39824360,JavaScript
496,39833815,Java 8
497,39833815,Spring Framework
498,39833815,MongoDB
499,39833815,Kotlin
500,39833815,Java11
501,39870736,Git
502,39870736,HTML
503,39870736,CSS
504,39870736,PHP
505,39870736,MySQL
506,39870736,Ajax
507,39870736,JavaScript
508,39916342,Настройка сетевых подключений
509,39916342,"Правила технической эксплуатации линейно-кабельных сооружений связи, линейно-абоненских сооружений,"
510,39916342,"Знание принципов построения и технического сопровождения систем проводной, радио и VoIP – связи."
511,39916342,"Монтаж, первичная инсталляция, настройка и эксплуатация"
512,39929324,АСУ ТП
513,39929324,Автоматизация
514,39929324,Siemens
515,39929324,Simatic Step 7
516,39929324,SCADA
517,39929324,Trace mode
518,39929324,MasterSCADA
519,39929324,Allen-Bradley
520,39929324,Owen
521,39929324,Программирование контроллеров
522,39929324,MS Visual Studio
523,39929324,Delphi
524,39929324,LD
525,39929324,ST
526,39929324,FBD
527,39949973,Python
528,39949973,Linux
529,39949973,Networking
530,39949973,SQL
531,39949973,Английский язык
532,39949973,NoSQL
533,39949973,Docker
534,39969596,Знание и умение разработки структур БД и их нормализации
535,39969596,Знание алгоритмических языков программирования
536,39969596,Знание СУБД Oracle и PL/SQL
537,39986539,ASP.NET
538,39986539,C#
539,39986539,Entity Framework
540,39986539,LINQ
541,40012677,Охрана труда и техника безопасности
542,40025051,Java
543,40025051,Spring Framework
544,40025051,Hibernate ORM
545,40025051,Kafka
546,40025051,PostgreSQL
547,40025051,InfluxDB
548,40025051,Atlassian Jira
549,40025051,ActiveMQ
550,40025051,RabbitMQ
551,40025051,Git
552,40048014,1С: Предприятие 8
553,40048014,Строительство
554,40048014,BPWin
555,40048014,erWin
556,40048014,1С: Предприятие: Управление строительной организацией
557,40067048,Компас-3D
558,40067048,Управление производством
559,40067048,Компас
560,40067048,Управление производственным персоналом
561,40067048,Разработка инструкций
562,40112721,Составление договоров
563,40112721,Ведение документации
564,40112721,Пользователь ПК
565,40112721,MS Movie Maker
566,40118806,Сварочные работы
567,40118806,Точность и внимательность к деталям
568,40118806,Чтение чертежей
569,40130666,Сварочные работы
570,40130666,Пользователь ПК
571,40130666,Многозадачность
572,40137912,AutoCAD
573,40137912,Пользователь ПК
574,40137912,MapInfo Professional
575,40137912,Ingeo
576,40137912,CREDO
577,40137912,Agisoft PhotoScan
578,40137912,Точность и внимательность к деталям
579,40137912,Работа с оргтехникой
580,40137912,Работа с большим объемом информации
581,40152149,AutoCAD
582,40152149,Adobe Photoshop
583,40152149,SolidWorks
584,40152149,Работа с оргтехникой
585,40152149,Пользователь ПК
586,40152149,Проектно-конструкторская деятельность
587,40152149,Чтение чертежей
588,40154304,Строительный контроль
589,40154304,Служба заказчика
590,40154304,Строительное делопроизводство
591,40154304,Гражданское строительство
592,40154304,Ведение отчетности
593,40154304,AutoCAD
594,40154304,Проектная документация
595,40154304,Строительство
596,40195679,Linux
597,40195679,Администрирование серверов Linux
598,40195679,Bash
599,40195679,Perl
600,40195679,Zabbix
601,40195679,Менеджмент
602,40195679,Руководство коллективом
603,40211768,ARIS
604,40211768,MS PowerPoint
605,40211768,Оптимизация бизнес-процессов
606,40211768,MS Visio
607,40211768,Реинжиниринг бизнес-процессов
608,40211768,MS Project
609,40211768,Планирование
610,40211768,Управление проектами
611,40211768,Подготовка презентаций
612,40211768,Бизнес-анализ
613,40211768,Проектная документация
614,40211768,Моделирование процессов
615,40211768,Контроль качества
616,40211768,Разработка регламентов
617,40211768,Проведение опросов
618,40223405,Python
619,40223405,Linux
620,40223405,Networking
621,40223405,SQL
622,40223405,Английский язык
623,40223405,NoSQL
624,40223405,Docker
625,40225356,React
626,40225356,Typescript
627,40225356,React Native
628,40227045,React
629,40227045,Typescript
630,40227045,React Native
631,40227458,Windows Server 2003
632,40227458,Windows Server 2008
633,40227458,Linux
634,40227458,Настройка DNS
635,40227458,DHCP
636,40227458,Apache HTTP Server
637,40230947,Пользователь ПК
638,40230947,Умение работать в команде
639,40230947,нормативно-техническая документация
640,40230947,Навыки составления отчетности
641,40230947,Ведение документации
642,40230947,Взаимодействие с надзорными организациями
643,40241077,Windows Server 2003
644,40241077,Active Directory
645,40241077,Английский язык
646,40241077,PowerShell
647,40241077,VMware
648,40254694,JavaScript
649,40254694,MobX
650,40254694,React.js
651,40256659,Techcard
652,40256659,Unigraphics NX
653,40256659,AutoCAD
654,40256659,химическая технология
655,40256660,Techcard
656,40256660,Unigraphics NX
657,40256660,AutoCAD
658,40256660,химическая технология
659,40266987,Общая психология
660,40266987,Социальная психология
661,40266987,Составление договоров
662,40266987,Деловое общение
663,40266987,Деловая коммуникация
664,40298787,BPMN
665,40298787,UML
666,40298787,MS Visio
667,40298787,Бизнес-анализ
668,40298787,Agile Project Management
669,40299060,Cisco
670,40299060,Linux
671,40299060,Английский язык
672,40299060,Работа в команде
673,40299060,Информационные технологии
674,40307114,JavaScript
675,40307114,AngularJS
676,40307114,HTML
677,40307114,CSS
678,40307114,ASP.NET
679,40307114,Английский язык
680,40307114,MVC
681,40307340,Английский язык
682,40307340,MS Access
683,40307340,C#
684,40307340,.NET Framework
685,40378559,Контроль качества
686,40388398,MS Office
687,40388439,MS Office
688,40389106,MS Office
689,40396739,Химические методы анализа
690,40396739,Контроль качества
691,40396739,Технический контроль производства
692,40400817,Чтение чертежей
693,40400817,Технология производства
694,40400817,Пользователь ПК
695,40404075,Python
696,40404075,Django Framework
697,40404075,Git
698,40404075,Linux
699,40404075,SQL
700,40405925,Java
701,40405925,AngularJS
702,40405925,Vue.js
703,40405925,Spring Framework
704,40405925,Open API
705,40405925,RabbitMQ
706,40405925,PostgreSQL
707,40405925,MongoDB
708,40417518,MS Office
709,40441553,Компас-3D
710,40441553,Компас
711,40441553,ANSYS
712,40441553,оформление документации
713,40441553,Чтение чертежей
714,40441553,Разработка проектной документации
715,40454695,MS Office
716,40454740,MS Office
717,40464264,Git
718,40464264,JavaScript
719,40464264,HTML
720,40464264,PHP
721,40464264,CSS
722,40464264,jQuery
723,40472499,техническая подготовка производства
724,40504859,Linux
725,40504859,MySQL
726,40504859,Администрирование серверов Linux
727,40504859,Nginx
728,40504859,PostgreSQL
729,40504859,Docker
730,40504859,Hаproxy
731,40504859,Bash
732,40504859,Python
733,40504859,Perl
734,40504859,Ruby
735,40541670,AutoCAD
736,40541670,Строительство
737,40541739,Пользователь ПК
738,40541739,Windows 7
739,40541739,Mac Os
740,40541739,Автоматизация технологических процессов
741,40541739,Техническая поддержка
742,40546691,Spring Framework
743,40546691,Apache Maven
744,40546691,PostgreSQL
745,40546691,Java SE
746,40546691,Java EE
747,40550645,Обеспечение жизнедеятельности офиса
748,40550645,Прием посетителей
749,40550645,Организация движения и учета документов
750,40550645,Бронирование билетов
751,40553053,Java
752,40553053,Selenium IDE
753,40553053,Atlassian Jira
754,40553053,QA
755,40555713,Python
756,40555713,Django Framework
757,40555713,Git
758,40555713,Linux
759,40555713,Design Patterns
760,40557207,Python
761,40557207,Django Framework
762,40557207,Perl
763,40557207,Git
764,40557207,Linux
765,40557594,Python
766,40557594,Django Framework
767,40557594,Git
768,40557594,Linux
769,40557594,SQL
770,40567941,1С: Предприятие 8
771,40567941,Техническая эксплуатация
772,40567941,Экономический анализ
773,40567941,Материально-техническое обеспечение
774,40567941,1C: Бухгалтерия
775,40567941,ERP-системы на базе 1С
776,40567941,Техническое обслуживание
777,40568245,Компас-3D
778,40568245,Управление производством
779,40568245,Компас
780,40568245,Управление производственным персоналом
781,40568245,Разработка инструкций
782,40573300,SQL
783,40573300,MS SQL
784,40573300,1С: Предприятие 8
785,40573300,1С программирование
786,40573300,1C: Бухгалтерия
787,40573300,1C: Зарплата и кадры
788,40573300,Обновление конфигурации 1С
789,40573300,1С: Комплексная автоматизация
790,40573300,Техническая поддержка
791,40581018,BPMN
792,40581018,UML
793,40581018,Бизнес-анализ
794,40581018,SQL
795,40587720,Java
796,40587720,Spring Framework
797,40587720,JUnit
798,40587720,Spring JDBC
799,40587720,TestNG
800,40598404,свободное владение ПК
801,40598404,AutoCAD
802,40598404,MS Office
803,40598404,Целеустремленность
804,40598404,умение руководить
805,40599216,Гранд-смета
806,40599216,Сметы
807,40599216,Проектная документация
808,40599216,Строительство
809,40599542,AutoCAD
810,40599542,Пользователь ПК
811,40599542,Проектная документация
812,40599542,Внимательность
813,40599542,Коммуникабельность
814,40599542,Умение работать самостоятельно
815,40599542,Быстрая обучаемость
816,40600795,AutoCAD
817,40600795,Проектная документация
818,40600795,Ведение отчетности
819,40600795,Исходно-разрешительная документация
820,40600795,Мобильность
821,40600795,Пользователь ПК
822,40613667,SQL
823,40616317,AutoCAD
824,40616317,Управление проектами
825,40616317,Строительство
826,40616317,Охрана труда и техника безопасности
827,40616317,ArchiCAD
828,40646572,ASP.NET
829,40646572,C#
830,40646572,Entity Framework
831,40646572,LINQ
832,40646754,ASP.NET
833,40646754,C#
834,40646827,ASP.NET
835,40646827,C#
836,40651089,Тестирование пользовательского интерфейса
837,40651089,Функциональное тестирование
838,40651089,Тестирование
839,40651089,Atlassian Jira
840,40651089,Scrum
841,40651089,API
842,40651089,Тестовая документация
843,40651089,Регресcионное тестирование
844,40651089,MySQL
845,40651089,Postman
846,40658781,Пользователь ПК
847,40658781,Контроль качества
848,40658781,Технический контроль производства
849,40658781,Аналитические исследования
850,40669674,telegram
851,40669674,instagram
852,40669674,Adobe Photoshop
853,40669674,Фигма
854,40669674,Facebook
855,40669674,Vkontakte
856,40669674,Twitter
857,40669674,Одноклассники
858,40670831,Unix
859,40670831,Python
860,40670831,SQL
861,40670831,Java
862,40670831,Linux
863,40705487,Hyper-V
864,40705487,Администрирование серверов Windows
865,40705487,DHCP
866,40705487,Windows Server 2003
867,40705487,TCP/IP
868,40709928,Hibernate ORM
869,40709928,Java EE
870,40709928,Java
871,40709928,Spring Framework
872,40709928,Java SE
873,40710609,MS Visio
874,40710609,Бизнес-анализ
875,40710609,Разработка технических заданий
876,40710609,Системный анализ
877,40710609,Аналитика
878,40710609,Коммуникабельность
879,40710609,Аналитическое мышление
880,40710609,Работа с большим объемом информации
881,40726310,Java
882,40726310,Git
883,40726310,Java EE
884,40726310,Apache Maven
885,40726375,Функциональное тестирование
886,40726375,Регресионное тестирование
887,40726375,SQL
888,40726375,Тестирование
889,40726375,XML
890,40727367,Atlassian Jira
891,40727367,Java
892,40727367,Hibernate ORM
893,40727367,Spring Framework
894,40727367,Agile Project Management
895,40771015,AutoCAD
896,40771015,Управление проектами
897,40771015,Проектная документация
898,40771015,Разработка проектной документации
899,40771015,Строительство
900,40771471,JavaScript
901,40771471,Java
902,40771471,Английский язык
903,40771471,SQL
904,40771471,ООП
905,40777769,1С: Зарплата и управление персоналом
906,40777769,1С: Предприятие 8
907,40777769,1С: Управление персоналом
908,40777769,1С: Производство
909,40777769,1С программирование
910,40777769,ERP
911,40785543,UML
912,40785543,BPMN
913,40785543,Бизнес-анализ
914,40785543,Бизнес-планирование
915,40785543,Atlassian Jira
916,40785543,Проведение презентаций
917,40785543,Стратегическое планирование
918,40791011,TCP/IP
919,40791011,MS Access
920,40791011,Networking
921,40791011,Английский язык
922,40791011,SQL
923,40791398,Python
924,40791398,Analytical skills
925,40791398,TCP/IP
926,40791398,Networking
927,40791398,MS Access
928,40792374,Project management
929,40792374,Negotiation skills
930,40792374,Analytical skills
931,40792374,Team management
932,40792374,TCP/IP
933,40811620,Python
934,40811620,Django Framework
935,40811620,CSS
936,40811620,JavaScript
937,40811620,HTML
938,40811638,Sass
939,40811638,HTML5
940,40811638,jQuery
941,40811638,CSS3
942,40811638,JavaScript
943,40827147,MS PowerPoint
944,40827147,Бюджетирование
945,40827147,Управленческая отчетность
946,40827147,Прогнозирование
947,40827147,SAP ERP
948,40827147,Экономический анализ
949,40851416,1С программирование
950,40851416,1С: Управление Торговлей
951,40851416,1С: Розница
952,40851416,1С: Торговля
953,40851416,1С: Предприятие 8
954,40851416,Альфа-Авто
955,40851967,Закупки
956,40851967,Обучение и развитие
957,40851967,Закупка товаров и услуг
958,40851967,Анализ рынка
959,40870663,PostgreSQL
960,40870663,MS SQL Server
961,40870663,MS SQL
962,40870663,SQL
963,40870663,Разработка технических заданий
964,40870663,1С программирование
965,40870663,HTTP
966,40870663,Системное мышление
967,40870663,Веб-программирование
968,40870663,1С: Предприятие
969,40893439,Active Directory
970,40893439,PowerShell
971,40893439,Английский язык
972,40893439,VMware
973,40893439,Windows Server
974,40893439,Group Policy
975,40893439,DHCP
976,40893439,Настройка DNS
977,40893439,OSI
978,40893439,ARP
979,40893696,PowerShell
980,40893696,Английский язык
981,40893696,Microsoft Azure
982,40893696,ARM templates
983,40893696,Azure DevOps
984,40900966,Пользователь ПК
985,40900966,Обучение
986,40900966,Индивидуальное обучение
987,40900966,Математика
988,40900966,Подготовка к ЕГЭ
989,40900966,ЕГЭ
990,40900966,Репетитор
991,40900966,Учитель
992,40900966,Преподаватель
993,40926652,MS Visio
994,40926652,1С: Зарплата и управление персоналом
995,40926652,Работа в команде
996,40926652,Информационные технологии
997,40926652,MS Access
998,40951462,Git
999,40951462,Node.js
1000,40951462,vue.js
1001,40951462,swagger
1002,40951462,typescript
1003,40963864,Delphi
1004,40963864,Работа в команде
1005,40963864,MS SQL
1006,40963864,Transact-SQL
1007,40963864,Pascal
1008,40963864,Object Pascal/Delphi
1009,40963864,SVN
1010,40963864,Git
1011,40963864,API
1012,40963864,JavaScript
1013,40963864,MS SQL Server
1014,40963864,lazarus
1015,40963864,API Asterisk
1016,40971169,C++
1017,40971169,MS Access
1018,40971169,C/C++
1019,40971169,Базы данных
1020,40971169,Pascal
1021,40972080,Компас-3D
1022,40972080,AutoCAD
1023,40972080,Adobe Photoshop
1024,40972080,Проектная документация
1025,40972080,Разработка проектной документации
1026,40976129,Грамотная речь
1027,40976129,Планирование карьеры
1028,40989760,Golang
1029,40989760,MySQL
1030,40989760,HTML
1031,40989760,CSS
1032,40989760,ООП
1033,40989760,JavaScript
1034,40989760,TypeScript
1035,40989760,Node.js
1036,40989760,PHP
1037,40989760,C#
1038,40989760,Java
1039,40989760,Python
1040,40989760,C++
1041,40989760,PostgreSQL
1042,40989760,jQuery
1043,40989760,SQL
1044,40997093,Технический контроль производства
1045,40997093,Технология производства
1046,40997093,Работа в команде
1047,40997093,1С: Производство
1048,40997093,Бережливое производство
1049,40997093,Производственный контроль
1050,40997093,Управление качеством
1051,40997892,1С программирование
1052,41002233,ABBYY FlexiCapture
1053,41002233,IBM Websphere Application Server
1054,41002233,Windows Server
1055,41002233,IBM FileNet
1056,41012179,1С программирование
1057,41012179,1С: Предприятие 8
1058,41012179,C++
1059,41012179,MS SQL
1060,41012179,1С: Управление Торговлей
1061,41022702,Entity Framework
1062,41022702,LINQ
1063,41022702,.NET Framework
1064,41022702,C#
1065,41022702,SQL
1066,41044365,Химические методы анализа
1067,41044365,Умение работать в команде
1068,41044365,Лабораторная работа
1069,41044365,Материальная ответственность
1070,41044365,Пользователь ПК
1071,41044365,Органический синтез
1072,41053109,Инженерные системы
1073,41053109,Mathcad
1074,41053109,Информационные технологии
